county_name,scanner_id,batch_id,count_per_manifest,count_per_cvr_file,difference
Alamosa,101,1,25,25,0
Alamosa,101,10,25,25,0
Alamosa,101,100,25,25,0
Alamosa,101,101,25,25,0
Alamosa,101,102,25,25,0
Alamosa,101,103,25,25,0
Alamosa,101,104,25,25,0
Alamosa,101,105,25,25,0
Alamosa,101,106,25,25,0
Alamosa,101,107,25,25,0
Alamosa,101,108,25,25,0
Alamosa,101,109,25,25,0
Alamosa,101,11,25,25,0
Alamosa,101,110,25,25,0
Alamosa,101,111,25,25,0
Alamosa,101,112,25,25,0
Alamosa,101,113,25,25,0
Alamosa,101,114,25,25,0
Alamosa,101,115,25,25,0
Alamosa,101,116,25,25,0
Alamosa,101,117,25,25,0
Alamosa,101,118,25,25,0
Alamosa,101,119,25,25,0
Alamosa,101,12,25,25,0
Alamosa,101,120,25,25,0
Alamosa,101,121,25,25,0
Alamosa,101,122,25,25,0
Alamosa,101,123,25,25,0
Alamosa,101,124,25,25,0
Alamosa,101,125,25,25,0
Alamosa,101,126,25,25,0
Alamosa,101,127,25,25,0
Alamosa,101,128,25,25,0
Alamosa,101,129,25,25,0
Alamosa,101,13,25,25,0
Alamosa,101,130,25,25,0
Alamosa,101,131,25,25,0
Alamosa,101,132,25,25,0
Alamosa,101,133,25,25,0
Alamosa,101,134,25,25,0
Alamosa,101,135,25,25,0
Alamosa,101,136,25,25,0
Alamosa,101,137,25,25,0
Alamosa,101,138,25,25,0
Alamosa,101,139,25,25,0
Alamosa,101,14,25,25,0
Alamosa,101,140,25,25,0
Alamosa,101,141,25,25,0
Alamosa,101,142,25,25,0
Alamosa,101,143,25,25,0
Alamosa,101,144,25,25,0
Alamosa,101,145,25,25,0
Alamosa,101,146,25,25,0
Alamosa,101,147,25,25,0
Alamosa,101,148,25,25,0
Alamosa,101,149,25,25,0
Alamosa,101,15,25,25,0
Alamosa,101,150,25,25,0
Alamosa,101,151,25,25,0
Alamosa,101,152,25,25,0
Alamosa,101,153,25,25,0
Alamosa,101,154,25,25,0
Alamosa,101,155,25,25,0
Alamosa,101,156,25,25,0
Alamosa,101,157,25,25,0
Alamosa,101,158,25,25,0
Alamosa,101,159,25,25,0
Alamosa,101,16,25,25,0
Alamosa,101,160,25,25,0
Alamosa,101,161,25,25,0
Alamosa,101,162,25,25,0
Alamosa,101,163,25,25,0
Alamosa,101,164,25,25,0
Alamosa,101,165,25,25,0
Alamosa,101,166,25,25,0
Alamosa,101,167,25,25,0
Alamosa,101,168,25,25,0
Alamosa,101,169,25,25,0
Alamosa,101,17,25,25,0
Alamosa,101,170,25,25,0
Alamosa,101,171,25,25,0
Alamosa,101,172,7,7,0
Alamosa,101,173,25,25,0
Alamosa,101,174,25,25,0
Alamosa,101,175,21,21,0
Alamosa,101,18,25,25,0
Alamosa,101,19,25,25,0
Alamosa,101,2,25,25,0
Alamosa,101,20,25,25,0
Alamosa,101,21,25,25,0
Alamosa,101,22,25,25,0
Alamosa,101,23,25,25,0
Alamosa,101,24,25,25,0
Alamosa,101,25,25,25,0
Alamosa,101,26,25,25,0
Alamosa,101,27,25,25,0
Alamosa,101,28,25,25,0
Alamosa,101,29,25,25,0
Alamosa,101,3,25,25,0
Alamosa,101,30,25,25,0
Alamosa,101,31,25,25,0
Alamosa,101,32,25,25,0
Alamosa,101,33,25,25,0
Alamosa,101,34,25,25,0
Alamosa,101,35,25,25,0
Alamosa,101,36,25,25,0
Alamosa,101,37,25,25,0
Alamosa,101,38,25,25,0
Alamosa,101,39,25,25,0
Alamosa,101,4,25,25,0
Alamosa,101,40,25,25,0
Alamosa,101,41,25,25,0
Alamosa,101,42,25,25,0
Alamosa,101,43,25,25,0
Alamosa,101,44,25,25,0
Alamosa,101,45,25,25,0
Alamosa,101,46,25,25,0
Alamosa,101,47,25,25,0
Alamosa,101,48,25,25,0
Alamosa,101,49,25,25,0
Alamosa,101,5,25,25,0
Alamosa,101,50,25,25,0
Alamosa,101,51,25,25,0
Alamosa,101,52,25,25,0
Alamosa,101,53,25,25,0
Alamosa,101,54,25,25,0
Alamosa,101,55,25,25,0
Alamosa,101,56,25,25,0
Alamosa,101,57,25,25,0
Alamosa,101,58,25,25,0
Alamosa,101,59,25,25,0
Alamosa,101,6,25,25,0
Alamosa,101,60,25,25,0
Alamosa,101,61,25,25,0
Alamosa,101,62,25,25,0
Alamosa,101,63,25,25,0
Alamosa,101,64,25,25,0
Alamosa,101,65,25,25,0
Alamosa,101,66,25,25,0
Alamosa,101,67,25,25,0
Alamosa,101,68,25,25,0
Alamosa,101,69,25,25,0
Alamosa,101,7,25,25,0
Alamosa,101,70,25,25,0
Alamosa,101,71,25,25,0
Alamosa,101,72,25,25,0
Alamosa,101,73,25,25,0
Alamosa,101,74,25,25,0
Alamosa,101,75,25,25,0
Alamosa,101,76,25,25,0
Alamosa,101,77,25,25,0
Alamosa,101,78,25,25,0
Alamosa,101,79,25,25,0
Alamosa,101,8,25,25,0
Alamosa,101,80,25,25,0
Alamosa,101,81,25,25,0
Alamosa,101,82,25,25,0
Alamosa,101,83,25,25,0
Alamosa,101,84,25,25,0
Alamosa,101,85,25,25,0
Alamosa,101,86,25,25,0
Alamosa,101,87,25,25,0
Alamosa,101,88,25,25,0
Alamosa,101,89,25,25,0
Alamosa,101,9,25,25,0
Alamosa,101,90,25,25,0
Alamosa,101,91,25,25,0
Alamosa,101,92,25,25,0
Alamosa,101,93,25,25,0
Alamosa,101,94,25,25,0
Alamosa,101,95,25,25,0
Alamosa,101,96,25,25,0
Alamosa,101,97,25,25,0
Alamosa,101,98,25,25,0
Alamosa,101,99,25,25,0
Arapahoe,2,1,100,100,0
Arapahoe,2,10,100,100,0
Arapahoe,2,100,100,100,0
Arapahoe,2,101,100,100,0
Arapahoe,2,102,47,47,0
Arapahoe,2,103,100,100,0
Arapahoe,2,104,96,96,0
Arapahoe,2,105,99,99,0
Arapahoe,2,106,65,65,0
Arapahoe,2,107,100,100,0
Arapahoe,2,108,100,100,0
Arapahoe,2,109,100,100,0
Arapahoe,2,11,96,96,0
Arapahoe,2,110,3,3,0
Arapahoe,2,111,100,100,0
Arapahoe,2,112,99,99,0
Arapahoe,2,113,99,99,0
Arapahoe,2,114,100,100,0
Arapahoe,2,115,100,100,0
Arapahoe,2,116,100,100,0
Arapahoe,2,117,99,99,0
Arapahoe,2,118,100,100,0
Arapahoe,2,119,100,100,0
Arapahoe,2,12,100,100,0
Arapahoe,2,120,100,100,0
Arapahoe,2,121,99,99,0
Arapahoe,2,122,100,100,0
Arapahoe,2,123,99,99,0
Arapahoe,2,124,100,100,0
Arapahoe,2,125,100,100,0
Arapahoe,2,126,100,100,0
Arapahoe,2,127,99,99,0
Arapahoe,2,128,100,100,0
Arapahoe,2,129,100,100,0
Arapahoe,2,13,99,99,0
Arapahoe,2,130,99,99,0
Arapahoe,2,131,97,97,0
Arapahoe,2,132,100,100,0
Arapahoe,2,133,100,100,0
Arapahoe,2,134,98,98,0
Arapahoe,2,135,66,66,0
Arapahoe,2,136,98,98,0
Arapahoe,2,137,100,100,0
Arapahoe,2,138,100,100,0
Arapahoe,2,139,100,100,0
Arapahoe,2,14,100,100,0
Arapahoe,2,140,100,100,0
Arapahoe,2,141,100,100,0
Arapahoe,2,142,99,99,0
Arapahoe,2,143,100,100,0
Arapahoe,2,144,96,96,0
Arapahoe,2,145,100,100,0
Arapahoe,2,146,93,93,0
Arapahoe,2,147,100,100,0
Arapahoe,2,148,100,100,0
Arapahoe,2,149,100,100,0
Arapahoe,2,15,100,100,0
Arapahoe,2,150,100,100,0
Arapahoe,2,151,97,97,0
Arapahoe,2,152,98,98,0
Arapahoe,2,153,100,100,0
Arapahoe,2,154,92,92,0
Arapahoe,2,155,99,99,0
Arapahoe,2,156,100,100,0
Arapahoe,2,157,100,100,0
Arapahoe,2,158,100,100,0
Arapahoe,2,159,95,95,0
Arapahoe,2,16,100,100,0
Arapahoe,2,160,100,100,0
