County,Tabulator,Batch,# of Ballot Cards,Location
Logan,103,1,22,1
Logan,103,2,14,1
Logan,103,3,24,1
Logan,103,4,24,1
Logan,103,5,25,1
Logan,103,6,24,1
Logan,103,7,25,1
Logan,103,8,25,1
Logan,103,9,5,1
Logan,103,10,25,1
Logan,103,11,25,1
Logan,103,12,25,1
Logan,103,13,25,1
Logan,103,14,24,1
Logan,103,15,25,1
Logan,103,16,25,1
Logan,103,17,23,1
Logan,103,18,23,1
Logan,103,19,30,1
Logan,103,20,23,1
Logan,103,21,23,1
Logan,103,22,29,1
Logan,103,23,3,1
Logan,103,24,23,2
Logan,103,25,25,2
Logan,103,26,23,2
Logan,103,27,23,2
Logan,103,28,25,2
Logan,103,29,24,2
Logan,103,30,1,2
Logan,103,31,26,2
Logan,103,32,26,2
Logan,103,33,26,2
Logan,103,34,26,2
Logan,103,35,25,2
Logan,103,36,25,2
Logan,103,37,24,2
Logan,103,38,21,2
Logan,103,39,1,2
Logan,103,40,25,2
Logan,103,41,22,2
Logan,103,42,27,2
Logan,103,43,25,2
Logan,103,44,24,2
Logan,103,45,24,2
Logan,103,46,11,2
Logan,103,47,1,2
Logan,103,48,21,3
Logan,103,49,17,3
Logan,103,50,22,3
Logan,103,51,24,3
Logan,103,52,24,3
Logan,103,53,23,3
Logan,103,54,25,3
Logan,103,55,25,3
Logan,103,56,25,3
Logan,103,57,24,3
Logan,103,58,2,3
Logan,103,59,24,3
Logan,103,60,25,3
Logan,103,61,25,3
Logan,103,62,25,3
Logan,103,63,25,3
Logan,103,64,25,3
Logan,103,65,25,3
Logan,103,66,24,3
Logan,103,67,20,3
Logan,103,68,24,3
Logan,103,69,1,3
Logan,103,70,19,4
Logan,103,71,25,4
Logan,103,72,24,4
Logan,103,73,23,4
Logan,103,74,24,4
Logan,103,75,23,4
Logan,103,76,22,4
Logan,103,77,18,4
Logan,103,78,21,4
Logan,103,79,5,4
Logan,103,80,24,4
Logan,103,81,23,4
Logan,103,82,24,4
Logan,103,83,25,4
Logan,103,84,24,4
Logan,103,85,24,4
Logan,103,86,31,4
Logan,103,87,4,4
Logan,103,88,24,5
Logan,103,89,24,5
Logan,103,90,10,5
Logan,103,91,25,5
Logan,103,92,25,5
Logan,103,93,24,5
Logan,103,94,24,5
Logan,103,95,24,5
Logan,103,96,26,5
Logan,103,97,25,5
Logan,103,98,24,5
Logan,103,99,20,5
Logan,103,100,25,5
Logan,103,101,2,5
Logan,103,102,25,5
Logan,103,103,24,5
Logan,103,104,24,5
Logan,103,105,24,5
Logan,103,106,24,5
Logan,103,107,24,5
Logan,103,108,17,5
Logan,103,109,24,5
Logan,103,110,1,5
Logan,103,111,25,6
Logan,103,112,31,6
Logan,103,113,25,6
Logan,103,114,22,6
Logan,103,115,23,6
Logan,103,116,25,6
Logan,103,117,25,6
Logan,103,118,23,6
Logan,103,119,8,6
Logan,103,120,10,6
Logan,103,121,25,6
Logan,103,122,24,6
Logan,103,123,25,6
Logan,103,124,25,6
Logan,103,125,25,6
Logan,103,126,25,6
Logan,103,127,24,6
Logan,103,128,25,6
Logan,103,129,3,6
Logan,103,130,14,7
Logan,103,131,25,7
Logan,103,132,24,7
Logan,103,133,25,7
Logan,103,134,23,7
Logan,103,135,22,7
Logan,103,136,25,7
Logan,103,137,24,7
Logan,103,138,23,7
Logan,103,139,10,7
Logan,103,140,25,8
Logan,103,141,30,8
Logan,103,142,25,8
Logan,103,143,23,8
Logan,103,144,25,8
Logan,103,145,25,8
Logan,103,146,25,8
Logan,103,147,25,8
Logan,103,148,25,8
Logan,103,149,2,8
Logan,103,150,27,8
Logan,103,151,25,8
Logan,103,152,25,8
Logan,103,153,25,8
Logan,103,154,25,8
Logan,103,155,23,8
Logan,103,156,24,8
Logan,103,157,24,8
Logan,103,158,24,8
Logan,103,159,24,8
Logan,103,160,24,8
Logan,103,161,7,8
Logan,103,162,24,9
Logan,103,163,23,9
Logan,103,164,25,9
Logan,103,165,25,9
Logan,103,166,24,9
Logan,103,167,25,9
Logan,103,168,4,9
Logan,103,169,23,9
Logan,103,170,31,9
Logan,103,171,24,9
Logan,103,172,25,9
Logan,103,173,25,9
Logan,103,174,25,9
Logan,103,175,25,9
Logan,103,176,23,9
Logan,103,177,24,9
Logan,103,178,24,9
Logan,103,179,7,9
Logan,103,180,18,10
Logan,103,181,24,10
Logan,103,182,25,10
Logan,103,183,25,10
Logan,103,184,25,10
Logan,103,185,24,10
Logan,103,186,24,10
Logan,103,187,23,10
Logan,103,188,22,10
Logan,103,189,25,10
Logan,103,190,25,10
Logan,103,191,8,10
Logan,103,192,21,11
Logan,103,193,21,11
Logan,103,194,23,11
Logan,103,195,22,11
Logan,103,196,27,11
Logan,103,197,26,11
Logan,103,198,25,11
Logan,103,199,25,11
Logan,103,200,24,11
Logan,103,201,3,11
Logan,103,202,19,11
Logan,103,203,19,11
Logan,103,204,22,11
Logan,103,205,20,11
Logan,103,206,25,11
Logan,103,207,25,11
Logan,103,208,25,11
Logan,103,209,25,11
Logan,103,210,22,11
Logan,103,211,23,11
Logan,103,212,25,11
Logan,103,213,23,11
Logan,103,214,7,11
Logan,103,215,24,12
Logan,103,216,22,12
Logan,103,217,24,12
Logan,103,218,24,12
Logan,103,219,25,12
Logan,103,220,25,12
Logan,103,221,25,12
Logan,103,222,25,12
Logan,103,223,24,12
Logan,103,224,25,12
Logan,103,225,25,12
Logan,103,226,26,12
Logan,103,227,8,12
Logan,103,228,22,13
Logan,103,229,26,13
Logan,103,230,22,13
Logan,103,231,23,13
Logan,103,232,25,13
Logan,103,233,24,13
Logan,103,234,25,13
Logan,103,235,24,13
Logan,103,236,25,13
Logan,103,237,24,13
Logan,103,238,4,13
Logan,103,239,10,13
Logan,103,240,23,13
Logan,103,241,23,13
Logan,103,242,24,13
Logan,103,243,16,13
Logan,103,244,23,13
Logan,103,245,24,13
Logan,103,246,19,13
Logan,103,247,29,13
Logan,103,248,20,13
Logan,103,249,25,13
Logan,103,250,2,13
Logan,103,251,10,14
Logan,103,252,14,14
Logan,103,253,17,14
Logan,103,254,24,14
Logan,103,255,24,14
Logan,103,256,25,14
Logan,103,257,25,14
Logan,103,258,24,14
Logan,103,259,24,14
Logan,103,260,3,14
Logan,103,261,14,14
Logan,103,262,25,14
Logan,103,263,25,14
Logan,103,264,25,14
Logan,103,265,25,14
Logan,103,266,25,14
Logan,103,267,25,14
Logan,103,268,25,14
Logan,103,269,3,14
Logan,103,270,28,15
Logan,103,271,25,15
Logan,103,272,21,15
Logan,103,273,23,15
Logan,103,274,25,15
Logan,103,275,25,15
Logan,103,276,25,15
Logan,103,277,25,15
Logan,103,278,9,15
Logan,103,279,25,16
Logan,103,280,24,16
Logan,103,281,24,16
Logan,103,282,25,16
Logan,103,283,25,16
Logan,103,284,1,16
Logan,103,285,21,16
Logan,103,286,33,16
Logan,103,287,11,16
Logan,103,288,22,16
Logan,103,289,21,16
Logan,103,290,29,16
Logan,103,291,26,16
Logan,103,292,3,16
Logan,103,293,13,16
Logan,103,294,24,16
Logan,103,295,17,16
Logan,103,296,30,16
Logan,103,297,24,16
Logan,103,298,25,16
Logan,103,299,24,16
Logan,103,300,24,16
Logan,103,301,25,16
Logan,103,302,25,16
Logan,103,303,3,16
Logan,103,304,25,17
Logan,103,305,25,17
Logan,103,306,31,17
