County,Device ID,Batch,# of Ballots,Location
Baca,1,1,25,silver 005
Baca,1,2,25,silver 005
Baca,1,3,25,silver 005
Baca,1,4,25,silver 005
Baca,1,5,25,silver 005
Baca,1,6,25,silver 005
Baca,1,7,25,silver 005
Baca,1,8,25,silver 005
Baca,1,9,25,silver 005
Baca,1,10,25,silver 005
Baca,1,11,25,silver 005
Baca,1,12,25,silver 005
Baca,1,13,25,silver 005
Baca,1,14,25,silver 005
Baca,1,15,25,silver 005
Baca,1,16,25,silver 005
Baca,1,17,25,silver 005
Baca,1,18,25,silver 005
Baca,1,19,25,silver 005
Baca,1,20,25,silver 005
Baca,1,21,25,silver 005
Baca,1,22,25,silver 005
Baca,1,23,25,silver 005
Baca,1,24,25,silver 005
Baca,1,25,25,silver 005
Baca,1,26,25,silver 005
Baca,1,27,25,silver 005
Baca,1,28,25,silver 005
Baca,1,29,25,silver 005
Baca,1,30,25,silver 005
Baca,1,31,25,silver 005
Baca,1,32,25,silver 005
Baca,1,33,25,silver 005
Baca,1,34,25,silver 005
Baca,1,35,25,silver 005
Baca,1,36,25,silver 005
Baca,1,37,5,silver 005
Baca,1,38,9,silver 005
Baca,1,39,27,silver 005
