"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
3,1,24,"3-1-24","Ballot Type 3","Bin #1",24,"Yes"
3,2,15,"3-2-15","Ballot Type 3","Bin #1",39,"Yes"
3,2,24,"3-2-24","Ballot Type 3","Bin #1",48,"Yes"
3,8,4,"3-8-4","Ballot Type 3","Bin #1",179,"Yes"
3,33,3,"3-33-3","Ballot Type 1","Bin #1",803,"Yes"
3,35,6,"3-35-6","Ballot Type 3","Bin #1",856,"Yes"
3,36,17,"3-36-17","Ballot Type 3","Bin #1",891,"Yes"
3,41,7,"3-41-7","Ballot Type 3","Bin #1",1007,"Yes"
3,41,12,"3-41-12","Ballot Type 1","Bin #1",1012,"Yes"
3,58,17,"3-58-17","Ballot Type 3","Bin #2",1442,"Yes"
3,61,15,"3-61-15","Ballot Type 1","Bin #2",1515,"Yes"
3,62,14,"3-62-14","Ballot Type 1","Bin #2",1539,"Yes"
3,65,5,"3-65-5","Ballot Type 3","Bin #2",1605,"Yes"
3,71,5,"3-71-5","Ballot Type 3","Bin #2",1755,"Yes"
3,76,7,"3-76-7","Ballot Type 3","Bin #2",1882,"Yes"
3,94,10,"3-94-10","Ballot Type 2",,2574,"Yes"
4,5,14,"4-5-14","Ballot Type 3","Bin #3",2423,"Yes"
4,7,21,"4-7-21","Ballot Type 1","Bin #3",2480,"Yes"
4,9,9,"4-9-9","Ballot Type 3","Bin #3",2518,"Yes"
4,11,16,"4-11-16","Ballot Type 3","Bin #3",2555,"Yes"
