"scanner_id","batch_id","record_id","imprinted_id","ballot_type","storage_location","cvr_number","audited"
1,25,60,"1-25-60","STYLE_1","Tab 1 25-30",2421,"Yes"
1,45,2,"1-45-2","STYLE_2","Tab 1 41-48",4123,"Yes"
1,51,100,"1-51-100","STYLE_1","Tab 1 49-56",20496,"Yes"
1,164,14,"1-164-14","STYLE_1","Tab 1 160-166",30391,"Yes"
1,223,34,"1-223-34","STYLE_1","Tab 1 222-228",35365,"Yes"
1,282,61,"1-282-61","STYLE_1","Tab 1 282-287",42166,"Yes"
1,303,57,"1-303-57","STYLE_1","Tab 1 301-304",44730,"Yes"
1,303,84,"1-303-84","STYLE_1","Tab 1 301-304",44756,"Yes"
2,7,53,"2-7-53","STYLE_1","Tab 2 7-13",10772,"Yes"
2,21,76,"2-21-76","STYLE_1","Tab 2 20-25",12045,"Yes"
2,48,15,"2-48-15","STYLE_1","Tab 2 47-54",14421,"Yes"
2,61,27,"2-61-27","STYLE_1","Tab 2 61-68",16317,"Yes"
2,63,3,"2-63-3","STYLE_2","Tab 2 61-68",16497,"Yes"
2,82,40,"2-82-40","STYLE_1","Tab 2 81-86",41048,"Yes"
3,6,80,"3-6-80","STYLE_1","Tab 3 6-11",5088,"Yes"
3,9,53,"3-9-53","STYLE_1","Tab 3 6-11",5360,"Yes"
3,20,71,"3-20-71","STYLE_1","Tab 3 18-25",6434,"Yes"
3,24,71,"3-24-71","STYLE_2","Tab 3 18-25",6793,"Yes"
3,65,26,"3-65-26","STYLE_1","Tab 3 64-67",16217,"Yes"
3,66,71,"3-66-71","STYLE_2","Tab 3 64-67",16461,"Yes"
