County,Tabulator,Batch,# of Ballots,Location
Archuleta,2,1,8,1
Archuleta,2,2,3,1
Archuleta,2,3,10,1
Archuleta,2,4,25,1
Archuleta,2,5,25,1
Archuleta,2,6,25,1
Archuleta,2,7,4,1
Archuleta,2,8,24,1
Archuleta,2,9,30,1
Archuleta,2,10,21,1
Archuleta,2,11,20,1
Archuleta,2,12,25,1
Archuleta,2,13,11,1
Archuleta,2,14,26,1
Archuleta,2,15,25,1
Archuleta,2,16,31,1
Archuleta,2,17,31,1
Archuleta,2,18,25,1
Archuleta,2,19,24,1
Archuleta,2,20,25,1
Archuleta,2,21,21,1
Archuleta,2,22,30,1
Archuleta,2,23,30,1
Archuleta,2,24,15,1
Archuleta,2,25,18,1
Archuleta,2,26,12,1
Archuleta,2,27,2,1
Archuleta,2,28,28,1
Archuleta,2,29,29,1
Archuleta,2,30,19,1
Archuleta,2,31,29,1
Archuleta,2,32,26,1
Archuleta,2,33,1,1
Archuleta,2,34,16,1
Archuleta,2,35,25,1
Archuleta,2,36,18,1
Archuleta,2,37,5,1
Archuleta,2,38,19,1
Archuleta,2,39,15,1
Archuleta,2,40,25,1
Archuleta,2,41,22,1
Archuleta,2,42,30,1
Archuleta,2,43,26,1
Archuleta,2,44,7,1
Archuleta,2,45,12,1
Archuleta,2,46,6,1
Archuleta,2,47,25,1
Archuleta,2,48,30,1
Archuleta,2,49,10,1
Archuleta,2,50,14,1
Archuleta,2,51,15,1
Archuleta,2,52,26,1
Archuleta,2,53,24,1
Archuleta,2,54,25,1
Archuleta,2,55,24,1
Archuleta,2,56,19,1
Archuleta,2,57,19,1
Archuleta,2,58,18,1
Archuleta,2,59,15,1
Archuleta,2,60,24,1
Archuleta,2,61,10,1
Archuleta,2,62,25,1
Archuleta,2,63,25,1
Archuleta,2,64,9,1
Archuleta,2,65,12,1
Archuleta,2,66,24,1
Archuleta,2,67,25,1
Archuleta,2,68,25,1
Archuleta,2,69,18,1
Archuleta,2,70,25,1
Archuleta,2,71,12,1
Archuleta,2,72,21,1
Archuleta,2,73,25,1
Archuleta,2,74,4,1
Archuleta,2,75,10,1
Archuleta,2,76,14,1
Archuleta,2,77,9,1
Archuleta,2,78,5,1
Archuleta,2,79,1,1
Archuleta,2,80,17,1
Archuleta,2,81,12,1
Archuleta,2,82,25,1
Archuleta,2,83,13,1
Archuleta,2,84,24,1
Archuleta,2,85,26,1
Archuleta,2,86,25,2
Archuleta,2,87,25,2
Archuleta,2,88,17,2
Archuleta,2,89,30,2
Archuleta,2,90,25,2
Archuleta,2,91,25,2
Archuleta,2,92,24,2
Archuleta,2,93,23,2
Archuleta,2,94,25,2
Archuleta,2,95,28,2
Archuleta,2,96,26,2
Archuleta,2,97,19,2
Archuleta,2,98,24,2
Archuleta,2,99,17,2
Archuleta,2,100,24,2
Archuleta,2,101,25,2
Archuleta,2,102,27,2
Archuleta,2,103,28,2
Archuleta,2,104,29,2
Archuleta,2,105,27,2
Archuleta,2,106,30,2
Archuleta,2,107,29,2
Archuleta,2,108,28,2
Archuleta,2,109,25,2
Archuleta,2,110,25,2
Archuleta,2,111,25,2
Archuleta,2,112,22,2
Archuleta,2,113,20,2
Archuleta,2,114,25,2
Archuleta,2,115,24,2
Archuleta,2,116,23,2
Archuleta,2,117,27,2
Archuleta,2,118,13,2
Archuleta,2,119,25,2
Archuleta,2,120,16,2
Archuleta,2,121,14,2
Archuleta,2,122,8,2
Archuleta,2,123,11,2
Archuleta,2,124,25,2
Archuleta,2,125,23,2
Archuleta,2,126,25,2
Archuleta,2,127,14,2
Archuleta,2,128,30,2
Archuleta,2,129,25,2
Archuleta,2,130,25,2
Archuleta,2,131,25,2
Archuleta,2,132,25,2
Archuleta,2,133,25,2
Archuleta,2,134,10,2
Archuleta,2,135,25,2
Archuleta,2,136,24,2
Archuleta,2,137,22,2
Archuleta,2,138,23,2
Archuleta,2,139,10,2
Archuleta,2,140,27,2
Archuleta,2,141,16,2
Archuleta,2,142,21,2
Archuleta,2,143,14,2
Archuleta,2,144,23,2
Archuleta,2,145,23,2
Archuleta,2,146,25,3
Archuleta,2,147,25,3
Archuleta,2,148,20,3
Archuleta,2,149,9,3
Archuleta,2,150,25,3
Archuleta,2,151,24,3
Archuleta,2,152,25,3
Archuleta,2,153,29,3
Archuleta,2,154,25,3
Archuleta,2,155,25,3
Archuleta,2,156,25,3
Archuleta,2,157,12,3
Archuleta,2,158,25,3
Archuleta,2,159,18,3
Archuleta,2,160,23,3
Archuleta,2,161,25,3
Archuleta,2,162,6,3
Archuleta,2,163,24,3
Archuleta,2,164,20,3
Archuleta,2,165,21,3
Archuleta,2,166,25,3
Archuleta,2,167,24,3
Archuleta,2,168,25,3
Archuleta,2,169,24,3
Archuleta,2,170,25,3
Archuleta,2,171,23,3
Archuleta,2,172,25,3
Archuleta,2,173,13,3
Archuleta,2,174,23,3
Archuleta,2,175,25,3
Archuleta,2,176,16,3
Archuleta,2,177,25,3
Archuleta,2,178,24,3
Archuleta,2,179,25,3
Archuleta,2,180,10,3
Archuleta,2,181,22,3
Archuleta,2,182,19,3
Archuleta,2,183,15,3
Archuleta,2,184,16,3
Archuleta,2,185,15,3
Archuleta,2,186,29,3
Archuleta,2,187,21,3
Archuleta,2,188,24,3
Archuleta,2,189,7,3
Archuleta,2,190,24,3
Archuleta,2,191,23,3
Archuleta,2,192,25,3
Archuleta,2,193,24,3
Archuleta,2,194,25,3
Archuleta,2,195,24,3
Archuleta,2,196,25,3
Archuleta,2,197,27,3
Archuleta,2,198,25,3
Archuleta,2,199,30,3
Archuleta,2,200,29,3
Archuleta,2,201,23,3
Archuleta,2,202,14,3
Archuleta,2,203,25,3
Archuleta,2,204,20,3
Archuleta,2,205,12,3
Archuleta,2,206,34,3
Archuleta,2,207,25,3
Archuleta,2,208,29,3
Archuleta,2,209,12,3
Archuleta,2,210,18,3
Archuleta,2,211,24,3
Archuleta,2,212,25,3
Archuleta,2,213,19,3
Archuleta,2,214,24,3
Archuleta,2,215,20,3
Archuleta,2,216,20,3
Archuleta,2,217,13,3
Archuleta,2,218,14,3
Archuleta,2,219,21,3
Archuleta,2,220,22,3
Archuleta,2,221,22,3
Archuleta,2,222,26,3
Archuleta,2,223,20,3
Archuleta,2,224,16,3
Archuleta,2,225,24,3
Archuleta,2,226,25,3
Archuleta,2,227,17,3
Archuleta,2,228,13,3
Archuleta,2,229,142,4
Archuleta,2,230,26,4
Archuleta,2,231,27,4
