min_margin,contest_name,contest_cvr_ids
700,Logan - Proposition 120 (STATUTORY),"[1311472,1312322,1314168,1314402,1310479,1311835,1311123,1313411,1310214,1315403,1312711,1315283,1310084,1311490,1315174,1314097,1313112,1314225,1313467,1314591,1310698,1311499,1311271,1315443,1311412,1310179,1313592,1310655,1315079,1313993,1314002,1312170,1311902,1314911,1311593,1310699,1309961,1314535,1312741,1310091,1315330,1313741,1315292,1315489,1315192,1314097,1313170,1313439,1309933,1315003,1315111,1310018,1312914,1313400,1312650,1309697,1312972,1313142,1312679,1313048,1312949,1312438,1312924]"
0,Joint School District No. 23JT Director - 4 Year Term,[]
0,City of Northglenn Council Member - Ward 4 - 4 Year Term,[]
0,Alamosa School District RE-11J Director District 3,[]
0,Alamosa School District RE-11J Director District 4,[]
0,City of Las Animas City Council Ward 1 - Precinct 10,[]
314,Moffat County School Board Director - District B,"[1305875,1306450,1304487,1306664,1307125,1307216,1307971,1306544,1308275,1305422,1305854,1305090,1306005,1306765,1307838,1307154,1305564,1306132,1307684,1305300,1306630,1307449,1307851,1308025,1305310,1305631,1305760,1305291,1306544,1305599,1305308,1308029,1305695,1305830,1306968,1304787,1307702,1307274,1306309,1306256,1306524,1305713,1304644,1305538,1304951,1307929,1308115,1306676,1306647,1304443,1304466,1305466,1304356,1304252,1305549,1308161,1306420,1307180,1308186,1305851,1305137,1306034,1305299,1305426,1305674,1307345,1305747,1304646,1307814,1307292,1306821,1305745,1304796,1305682,1305342,1305408,1307856,1305296,1307549,1307578,1308203,1307060,1305088,1304469,1305085,1307469,1307750,1307867,1306884,1308003,1307605,1307654,1306906,1307190,1304514,1306740,1306795]"
1068,City of Thornton Council Member - Ward 3,"[566512,594382,589820,567312,589607,639246,636100,618381,656696,631120,658168,614967,619662,619880,625231,611316,641436,633734,631463,608396,659362,657244,654409,604357,633471,573562,623304,634997,602286,649205,577268,609656,580577,582978,592452,573012,657012,597947,651592,649437,567549,587340,586255,580225,586409,578465,625738,584685,640097,645257,608123,614893,625229,580083,636001,625012,629055,598691,595822,619541,624010,588669,611626,632153,642630,654740,626576,587301,575846,618861,593378,620485,605861,602301,571419,584339,618708,638493,595137,569927,638272,634062,584099,574418,647133,594259,566363,635886,617802,618813,592722,654869,642299,595659,610935,635475,584069,638768,641878,575384,617086,647405,623618,654500,654543,624400,608006,593742,645761,579668,606764,623150,644399,568842,628318,569155,627332,566545,646346,621516,568471,571612,607529,568765,593354,615358,631365,583887,627063,641305,603912,630378,596567,623409,617146,624239,591049,567918,630208,621577,616195,608755,646912,602002,649320,653034,626248,656671,615911,582476,607489,623886,649223,611269,622427,600403,618036,619969,598321,609660,583010,635795,621084,627383,615222,622320,632100,621423,646585,600017,645928,568165,594070,596688,619497,630945,642158,631251,638160,593525,605200,635799,649029,628558,606306,644152,595667,579112,622612,602963,597624,641146,635154,643420,573961,653760,574493,577282,631403,645912,613341,649402,607520,578944,577880,625360,614209,622322,632367,645700,652331,657719,583005,594713,636476,599722,618207,651406,601696,653702,608136,575627,610663,598153,657086,645657,576583,569575,608916,655091,655044,580246,623090,584724,616411,621600,613366,595441,632905,652858,640386,618602,639659,622619,616136,633487,622537,619943,621648,599294,627970,576806,593055,656543,569921,618885,622517,598253,569049,655840,636154,591498,639623,608824,613930,647782,621630,643831,627378,655786,643455,627895,572652,567031,577988,611159,591701,641586,613553,619715,581441,618824,656188,627365,584062,610312,573368,616951,626481,576896,654952,607719,615520,596829,586325,649302,641912,642190,624002,655573,653441,651509,651986,620250,577350,591069,572686,582816,618723,590283,644954,618764,657312,639741,646377,571053,641906,630656,591315,618078,620732,580677,651747,622121,599478,652352,598572,586899,624097,609110,637673,606300,636242,628921,622235,649592,566825,587977,631970,586196,602201,615175,631912,591089,638393,578663,601502,648845,595463,620235,601653,646912,604876,626892,606014,654323,567769,653656,648477,623411,590359,590341,568325,569838,657337,638377,586281,579394,654582,577049,645810,597867,639907,635269,658767,615779,584402,623349,654594,582272,588117,616287,638983,605661,573177,629482,607194,644025,613234,570454,629305,569094,630015,591791,594088,620537,633498,576137,603436,578890,617008,574803,657942,654484,590371,650215,638683,592659,637995,586864,629884,656821,628322,645518,577506,644903,619014,592394,620680,576558,584478,577648,574657,595321,624353,623952,657016,633052,583438,628266,652627,622698,640343,606631,653131,585495,609571,619564,607955,637977,645115,592283,619374,636493,586461,657577,598016,627700,600186,575499,603746,604162,577075,652529,653372,599873,583812,595772,607524,567228,623905,628729,630842,653363,595789,576409,620558,602800,618558,610350,587953,652831,601576,568474,624945,585899,636234,569919,656492,571362,570197,608723,601566,607385,622482,582924,606967,652893,617961,604317,643871,607020,626994,571852,653512,611089,637733,580419,614146,628047,634681,653708,598372,632729,571885,570613,635009,656540,634584,598570,634183,582080,582478,597043,575483,611194,582299,571952,618548,574644,579251,598220,605765,621231,626515,590696,599635,615297,597137,606103,604791,633396,585746,584590,571412,610316,656745,609031,580442,602838,611375,620447,590982,602125,586842,567044,611158,568599,599776,584642,593619,659082,636277,615188,599962,585043,598671,587713,586544,637709,638283,641453,589592,629879,629877,567655,638001,648033,577589,598707,597659,619586,572714,580869,573414,605357,582392,604482,641786,596159,580158,574724,626704,590243,577985,633322,616965,588306,603915,615173,611241,614415,658685,595362,597263,567269,616616,632735,616610,571724,624769,610184,570394,613945,615187,591067,623565,596179,588732,617180,569883,619419,619446,585722,566306,613892,584674,574717,587518,601661,576910,571078,591432,603530,573530,605197,572705,597497,598213,581339,614109,609494,593988,596232,570607]"
499,Conejos County Ballot Issue 1A,"[679941,680702,678977,679492,678593,678855,679595,679098,678726,680436,678968,679384,679426,678386,679390,679122,678532,679357,680706,679049,679260,679444,679504,680520,678679,679402,678862,679024,678921,679345,678900,680233,680728,679004,678654,678850,680116,680321,679829]"
0,Weld County School District RE-5J Director District A,[]
0,Weld County School District RE-5J Director District C,[]
0,City of Edgewater Mayor,[]
0,City of Cripple Creek Council - Ward 4,[]
0,Sierra Grande R-30 School District 1,[]
0,City of Englewood Office of Council Member At-Large 4,[]
0,City of Centennial Mayor,[]
0,Salida City Council Ward 1 - Four Year Term,[]
0,Centennial R-1 School District 3,[]
1476,Summit School District Director 4 Year Term,"[725315,722626,722948,730189,722433,730485,724840,726909,724011,730332,722663,722404,726361,730649,729743,723745,728855,725025,732261,724143,725834,726712,727411,728561,729666,727165,731192,732175,722620,727567,729767,730310,730398,724687,727633,728221,727853,728395,722395,729065,724412,729223,724921,727853,728001,724991,726977,729122,727656,729396,727683]"
0,Victor Council Ward 1,[]
0,Victor Council Ward 2,[]
22511,City of Boulder Ballot Question 2L,[]
1072,City and County of Broomfield - Mayor (2 Years),"[686763,696819,703553,702364,688472,703386,686214,685276,695662,701071,685527,696355,704091,697424,703058,701362,706370,706790,702372,693710,702408,702683,703528,705367,691315,692157,694078,692256,687128,697820,698419,695524,699308,690870,695731,699057,689125,705495,690295,704928,685215,696263,703239,705574,699173,703233,697085,705880,700887,703371,688543,705753,696836,701497,688138,707573,706379,693209,701974,686149,697389,705875,688771,683363,692202,690683,700138,685647,686693,686873,685667,698852,706805,687604,697589,694616,700763,705850,702913,695903,697744,697528,695581,696703,703812,700891,697281,698763,685303,707210,686647,684971,696015,685047,693623,684868,704682,706558,690639,705609,684639,697443,702536,697368,686331,685144,685632,698043,697048,700407,688323,704350,692726,693961,705648,692145,695952,697975,697524,699461,698118,698260,687985,702412,700296,702712,696632,701282,701335,702776,689663,698304,688847,683923,696725,695427,684751,688912,696433,696770,685547,692336,690077,688362,694859,688772,686468,688437,690977,690083,696046,691573,694632,692844,686220,694007,692081,686754,691580,689512,691674,683466,688658,687682,687525,689052,687136,686427]"
18288,City of Boulder Ballot Question 2M,[]
647,City of Boulder Council Candidates,[]
737,City of Brush Mayor,"[752692,753776,756684,755997,755112,755011,756105,751301,754007,754643,751292,755267,755135,751588,751607,756231,755910,756834,749952,756828,750648,751618,756403,751308,754160,752561,749765,751465,753991,751106,751322,753394,750605,751115,751148,755047,755557,752821,751132,755127,750567,749768,749791,754059,751184,753483,749682,751497,752686,756606,750878,755483,752595,756318,756961,753255,751951,754991,750389,750386,756194,752014,755107,754215,756027,749940,755370,749680,754576,754763,755359,755447,754344,753714]"
27,Town of Eagle Downtown Development Authority Ballot Issue 2B,[]
520,Town of Avon Recall Election - Mayor Sarah Smith Hymes,[]
37,Town of Vail - Council Members At-Large,[]
0,Town of Rico Board of Trustees,[]
523,Town of Avon Recall Election - Tamra Underwood,[]
128,"Town of Vail Ballot Issue 2A: Authorization of an increase of 0.5% in the Town's existing sales tax, other than on food for home",[]
261,Mountain Recreation Metropolitan District Ballot Issue 6A: Funding for the All Access Rec Program and Other District Costs.,[]
127,Telluride Town Council,[]
355,Telluride Ballot Issue 2A,[]
10,Town of Norwood Ballot Issue 2E,[]
13,City of Fort Morgan Councilmember Ward 2,[]
186,City of Fort Morgan Councilmember Ward 3,[]
578,City of Fort Morgan Ballot Question 2G,[]
0,City of Fort Morgan Councilmember Ward 1,[]
9,Morgan County Re-3 School Director,[]
0,La Junta City Utilities Commission,[]
0,City of Walsenburg City Treasurer,[]
75,City of Ouray Ballot Issue 2A,[]
42,Ouray Office of Mayor,[]
21,Hinsdale School District RE-1 Director,[]
22,City of Castle Pines Mayor,[]
0,City of Wheat Ridge Council Member District I,[]
0,Custer County School District Director 5,[]
