County,Tabulator ID,Batch,# of Ballots,Location
Arapahoe,101,1,90,ICC 101-1
Arapahoe,101,2,1,ICC 101-1
Arapahoe,101,3,5,ICC 101-1
Arapahoe,101,4,100,ICC 101-1
Arapahoe,101,5,81,ICC 101-1
Arapahoe,101,6,87,ICC 101-1
Arapahoe,101,7,75,ICC 101-1
Arapahoe,101,8,38,ICC 101-1
Arapahoe,101,9,74,ICC 101-1
Arapahoe,101,10,91,ICC 101-1
Arapahoe,101,11,93,ICC 101-1
Arapahoe,101,12,95,ICC 101-1
Arapahoe,101,13,90,ICC 101-1
Arapahoe,101,14,75,ICC 101-1
Arapahoe,101,15,95,ICC 101-1
Arapahoe,101,16,78,ICC 101-2
Arapahoe,101,17,125,ICC 101-2
Arapahoe,101,18,89,ICC 101-2
Arapahoe,101,19,90,ICC 101-2
Arapahoe,101,20,41,ICC 101-2
Arapahoe,101,21,83,ICC 101-2
Arapahoe,101,22,83,ICC 101-2
Arapahoe,101,23,88,ICC 101-2
Arapahoe,101,24,2,ICC 101-2
Arapahoe,101,25,83,ICC 101-2
Arapahoe,101,26,93,ICC 101-2
Arapahoe,101,27,85,ICC 101-2
Arapahoe,101,28,85,ICC 101-2
Arapahoe,101,29,26,ICC 101-2
Arapahoe,101,30,100,ICC 101-2
Arapahoe,101,31,85,ICC 101-3
Arapahoe,101,32,7,ICC 101-3
Arapahoe,101,33,37,ICC 101-3
Arapahoe,101,34,98,ICC 101-3
Arapahoe,101,35,100,ICC 101-3
Arapahoe,101,36,100,ICC 101-3
Arapahoe,101,37,100,ICC 101-3
Arapahoe,101,38,100,ICC 101-3
Arapahoe,101,39,98,ICC 101-3
Arapahoe,101,40,100,ICC 101-3
Arapahoe,101,41,100,ICC 101-3
Arapahoe,101,42,100,ICC 101-3
Arapahoe,101,43,95,ICC 101-3
Arapahoe,101,44,98,ICC 101-3
Arapahoe,101,45,96,ICC 101-3
Arapahoe,101,46,100,ICC 101-4
Arapahoe,101,47,100,ICC 101-4
Arapahoe,101,48,100,ICC 101-4
Arapahoe,101,49,99,ICC 101-4
Arapahoe,101,50,91,ICC 101-4
Arapahoe,101,51,96,ICC 101-4
Arapahoe,101,52,100,ICC 101-4
Arapahoe,101,53,97,ICC 101-4
Arapahoe,101,54,99,ICC 101-4
Arapahoe,101,55,100,ICC 101-4
Arapahoe,101,56,99,ICC 101-4
Arapahoe,101,57,65,ICC 101-4
Arapahoe,101,58,99,ICC 101-4
Arapahoe,101,59,93,ICC 101-4
Arapahoe,101,60,100,ICC 101-4
Arapahoe,101,61,99,ICC 101-5
Arapahoe,101,62,97,ICC 101-5
Arapahoe,101,63,99,ICC 101-5
