name,filename,type,approx_count,size,status,timestamp,computed_hash,submitted_hash
Jackson,CVR_Export_20260708140042.csv,manifest,584,150340,FAILED,2026-07-09 12:50:06.219779,822FF8D9FEDFE40EC1607EED152F1DF229699338F259F15578D2A7E5B0C19CF3,822FF8D9FEDFE40EC1607EED152F1DF229699338F259F15578D2A7E5B0C19CF3
Custer,Modified_CVR_Export_20260709112020.csv.xlsx,manifest,1728,391645,FAILED,2026-07-09 14:03:55.966273,9EF1550FA26DC1AA6C7F5D9EA3B9FF558CDA3CC51A3356FB080EEB7646735AB2,9EF1550FA26DC1AA6C7F5D9EA3B9FF558CDA3CC51A3356FB080EEB7646735AB2
Pueblo,CVR_Export_20260709130717.csv,manifest,39032,21498894,FAILED,2026-07-09 15:56:49.44469,787B1CA122E122A847F9CDA842A7BD90DBE8BDCBAAD7DC0874935F73534540A3,787B1CA122E122A847F9CDA842A7BD90DBE8BDCBAAD7DC0874935F73534540A3
Pueblo,CVR_Export_20260709130717updated.csv,manifest,39032,15171299,FAILED,2026-07-09 15:59:04.045773,1F85B25C5FCC3C3E06B0EE4343200533964467ECB3BF2AB22175FDDA77D347DE,1F85B25C5FCC3C3E06B0EE4343200533964467ECB3BF2AB22175FDDA77D347DE
Pueblo,CVR_Export_20260709130717updated2.csv,manifest,39032,11463626,FAILED,2026-07-09 16:06:46.294348,6EA2E52CAAB2B10C92B82882BC3C16BC39C433FD3351EA037AC5B6607C1E76B4,6EA2E52CAAB2B10C92B82882BC3C16BC39C433FD3351EA037AC5B6607C1E76B4
Pueblo,CVR_Export_20260709130717updated3.csv,manifest,39032,10995275,FAILED,2026-07-09 16:08:17.714416,6C6FBFADD1BA4FF3D8AEC172CE1EE113D732E18CCC53DFDF1E211E9A57C12876,6C6FBFADD1BA4FF3D8AEC172CE1EE113D732E18CCC53DFDF1E211E9A57C12876
Dolores,Generic Export by Portion.csv,manifest,69,10125,FAILED,2026-07-10 11:03:39.410762,13CE1030619EFD322ED81B909CC2E5C591139FA9D097E796BA02C4285B2E205B,13CE1030619EFD322ED81B909CC2E5C591139FA9D097E796BA02C4285B2E205B
La Plata,LaPlata_BallotManifest.csv,manifest,324,9211,HASH_MISMATCH,2026-07-09 09:53:20.171252,FD91E38E2E42876F096C0591F9F78F4A058EB8B3141371280F064FE1EA066D86,29D34B11A2381FAA58D989042EE14F2F969DD4B80F9F463A806E13362BC8DED7
La Plata,LaPlata_BallotManifest.csv,manifest,324,9211,HASH_MISMATCH,2026-07-09 09:54:13.090635,FD91E38E2E42876F096C0591F9F78F4A058EB8B3141371280F064FE1EA066D86,29D34B11A2381FAA58D989042EE14F2F969DD4B80F9F463A806E13362BC8DED7
La Plata,LaPlata_BallotManifest.csv,manifest,324,9211,HASH_MISMATCH,2026-07-09 09:56:29.564871,FD91E38E2E42876F096C0591F9F78F4A058EB8B3141371280F064FE1EA066D86,29D34B11A2381FAA58D989042EE14F2F969DD4B80F9F463A806E13362BC8DED7
