min_margin,contest_name,contest_cvr_ids
1503,Grand County Ballot Issue 1A,"[717975,718730,719998,722324,721370,721868,720536,722173,718132,720582,721314,719486,721784,717156,721621,719505,719634,719807,720427,718505,718605,719486,718586,718235,722518,717575]"
283,Cripple Creek-Victor School District RE-1 School Board - District B,"[218830,216258,218652,217874,212465,213511,217370,212546,220467,216480,219384,216891,213793,219353,213955,214553,218831,216606,218157,212446,213513,220636,220239,220018,217852,216652,217988,220135,220752,216085,213390,213807,214357,221367,212609,213619,213356,219874,212727,214708,216678,221081,217435,220124,218984,220468,213891,217029,217757,220390,214683,220472,216373,212672,217369,217746,220721,221201,220527,218670,213474,214536,219170,220024,214142,215338,217807,213855,213608,221126,221223,218904,214512,212405,220586,213742,217916,212558,214313,221083,213838,217751,215442,214492,219339,214567,218029,217685,219310,218491,213049,213490,217047,215005,218918,217107,213286,215218,213495,214926,218711,213549,218980,221071,213107,215912,220975,220137,214399,216735,218356,219257,218580,219490,216372,218708,213348,221220,213059,219960,212542,221268,220379,215961,215366,216925,213589,213771,213523,220010,220798,217372,212518,219707,218614,219976,213435,217534,220819,220475,221248,216918,215573,220944,220444,217379,212624,218793,217684,213260,220430,217700,220944,218694,213116,213053,218768,220750,218895,220420,220341,220499,215057,216152,212926,215735,218675,219044,216265,218698,217831,219861,219547,218102,219974,217339,213044,216571,217836,218921,217504,219252,216039,212681,217421,217415,218673,216794,217118,216692,214905,215535,215429,215770,216507,212814,215162,216112,216264,215187]"
0,Weld County School District RE-2 Director - District E,[]
0,Weld County School District RE-2 Director - District B,[]
0,Weld County School District RE-7 Director - At Large - 2 Year Term,[]
0,Burlington School District RE-6J Directors,[]
0,City of Cripple Creek Council - Ward 5,[]
398,Morgan County Parks and Recreation Director - District No. 5,"[761373,762717,758240,757887,756267,761275,755531,764258,763680,758358,755761,763666,758582,757853,755436,763798,762912,756934,762025,758937,759435,763170,763965,758462,763492,763377,755946,763081,756250,761229,761558,762600,760035,757057,755640,761796,762415,764321,758650,761123,758024,763125,761967,762132,763578,758957,760204,759316,762791,755569,758377,760530,760512,762016,761152,763339,757881,755639,759433,764073,760886,764132,762515,758211,762763,757826,762087,759003,760970,764115,755762,763572,758504,761236,758993,760324,761742,763996,758977,760062,763299,755981,762934,757947,759277,758063,764334,764004,758359,758705,756355,759492,761697,764076,761955,762591,764268,760847,763082,758764,760814,758949,757575,758763,761585,758690,762568,757537,760411,756148,756074,756250,757307,760484,763014,763711,758143,760908,762025,761242,761135,762475,760539,762029,756085,760745,760993,760419]"
811,Montrose County School District RE-1J Board of Education Director - District D - Montrose,"[441552,444288,434408,431777,436935,441087,434022,439962,434480,438816,434975,439329,435643,436520,440672,438854,431673,435136,432569,438496,442084,441105,442120,444567,436092,433523,437998,438794,439749,441711,435529,440423,436267,441112,445088,435954,445360,443524,434159,436406,443988,441199,440336,444569,434751,434413,439486,441279,434754,441965,434102,434917,432801,443203,434092,438988,432006,436395,440651,434741,431750,433819,438345,436406,432639,434245,442947,434017,445418,435777,442446,440854,438166,442309,440533,432580,443239,443810,442479,443135,438174,433409,437781,440371,432757,445365,432829,442999,432981,443670,441357,437872,438384,441456,439717,440184,442765,437766,441265,440525,436760,432293,438604,439773,439008,436968,437341,436774,437537]"
4774,Eagle County Ballot Issue 1A,"[476164,469743,466211,472593,475204,466961,469839,466824,468542,476939,468268,476326,475647,472199,475863,470199,469802,468696]"
0,Pritchett School District RE-3 School Board Director - District 3- Two Year Term,[]
0,Morgan County Parks and Recreation Director - District No. 2,[]
0,Mesa County Valley School District 51 Director - District B,[]
0,Mesa County Valley School District 51 Director - District A,[]
0,City of Northglenn Council Member - Ward 3,[]
0,City of Northglenn Council Member - Ward 1,[]
0,Cheyenne County School District Re-5 Board Director - 4 year term,[]
0,Wray School District RD-2 Director - 2 year,[]
0,Montezuma Cortez School District RE-1 Director - District A,[]
