County,Tabulator ID,Batch,# of Ballots,Location
El Paso,2,1,99,Box 101-1
El Paso,2,2,95,Box 101-1
El Paso,2,4,2,Box 101-1
El Paso,2,5,99,Box 101-1
El Paso,2,7,80,Box 101-1
El Paso,2,8,95,Box 101-1
El Paso,2,9,1,Box 101-1
El Paso,2,11,94,Box 101-2
El Paso,2,12,97,Box 101-2
El Paso,2,13,94,Box 101-2
El Paso,2,14,85,Box 101-2
El Paso,2,15,90,Box 101-2
El Paso,2,16,88,Box 101-2
El Paso,2,17,100,Box 101-2
El Paso,2,18,90,Box 101-2
El Paso,2,19,97,Box 101-2
El Paso,2,20,90,Box 101-2
El Paso,2,21,64,Box 101-3
El Paso,2,22,53,Box 101-3
El Paso,2,24,89,Box 101-3
El Paso,2,25,96,Box 101-3
El Paso,2,26,98,Box 101-3
El Paso,2,27,99,Box 101-3
El Paso,2,28,91,Box 101-3
El Paso,2,29,64,Box 101-3
El Paso,2,30,99,Box 101-3
El Paso,2,31,99,Box 101-4
El Paso,2,32,100,Box 101-4
El Paso,2,33,76,Box 101-4
El Paso,2,34,98,Box 101-4
El Paso,2,36,92,Box 101-4
El Paso,2,39,100,Box 101-4
El Paso,2,40,100,Box 101-4
El Paso,2,41,100,Box 101-5
El Paso,2,42,100,Box 101-5
El Paso,2,43,82,Box 101-5
El Paso,2,44,99,Box 101-5
El Paso,2,45,95,Box 101-5
El Paso,2,47,100,Box 101-5
El Paso,2,48,99,Box 101-5
El Paso,2,49,99,Box 101-5
El Paso,2,50,95,Box 101-5
El Paso,2,52,95,Box 101-6
El Paso,2,54,99,Box 101-6
El Paso,2,55,90,Box 101-6
El Paso,2,56,100,Box 101-6
El Paso,2,57,97,Box 101-6
El Paso,2,58,97,Box 101-6
El Paso,2,59,87,Box 101-6
El Paso,2,60,94,Box 101-6
El Paso,2,61,93,Box 101-7
El Paso,2,62,89,Box 101-7
El Paso,2,63,99,Box 101-7
El Paso,2,64,86,Box 101-7
El Paso,2,65,93,Box 101-7
El Paso,2,66,90,Box 101-7
El Paso,2,67,97,Box 101-7
El Paso,2,68,99,Box 101-7
El Paso,2,69,85,Box 101-7
El Paso,2,70,100,Box 101-7
El Paso,2,71,94,Box 101-8
El Paso,2,72,100,Box 101-8
El Paso,2,73,97,Box 101-8
El Paso,2,74,91,Box 101-8
El Paso,2,75,99,Box 101-8
El Paso,2,76,94,Box 101-8
El Paso,2,77,100,Box 101-8
El Paso,2,78,100,Box 101-8
El Paso,2,79,100,Box 101-8
El Paso,2,81,97,Box 101-9
El Paso,2,82,99,Box 101-9
El Paso,2,83,77,Box 101-9
El Paso,2,84,89,Box 101-9
El Paso,2,85,100,Box 101-9
El Paso,2,86,99,Box 101-9
El Paso,2,87,98,Box 101-9
El Paso,2,89,100,Box 101-9
El Paso,2,90,93,Box 101-9
El Paso,2,91,100,Box 101-10
El Paso,2,92,99,Box 101-10
El Paso,2,93,47,Box 101-10
El Paso,2,94,95,Box 101-10
El Paso,2,95,98,Box 101-10
El Paso,2,96,93,Box 101-10
El Paso,2,97,95,Box 101-10
El Paso,2,98,99,Box 101-10
El Paso,2,99,100,Box 101-10
El Paso,2,100,93,Box 101-10
El Paso,2,102,100,Box 101-11
El Paso,2,103,89,Box 101-11
El Paso,2,104,87,Box 101-11
El Paso,2,105,93,Box 101-11
El Paso,2,108,99,Box 101-11
El Paso,2,109,100,Box 101-11
El Paso,2,110,100,Box 101-11
El Paso,2,111,99,Box 101-12
El Paso,2,112,81,Box 101-12
El Paso,2,113,100,Box 101-12
El Paso,2,114,95,Box 101-12
El Paso,2,116,98,Box 101-12
El Paso,2,117,99,Box 101-12
El Paso,2,118,100,Box 101-12
El Paso,2,119,39,Box 101-12
El Paso,2,120,100,Box 101-12
El Paso,2,121,100,Box 101-13
El Paso,2,122,100,Box 101-13
El Paso,2,123,100,Box 101-13
El Paso,2,124,100,Box 101-13
El Paso,2,125,93,Box 101-13
El Paso,2,126,100,Box 101-13
El Paso,2,127,94,Box 101-13
El Paso,2,129,100,Box 101-13
El Paso,2,130,99,Box 101-13
El Paso,2,131,100,Box 101-14
El Paso,2,132,100,Box 101-14
El Paso,2,133,100,Box 101-14
El Paso,2,135,100,Box 101-14
El Paso,2,136,94,Box 101-14
El Paso,2,137,99,Box 101-14
El Paso,2,138,100,Box 101-14
El Paso,2,139,92,Box 101-14
El Paso,2,140,99,Box 101-14
El Paso,2,141,100,Box 101-15
El Paso,2,142,98,Box 101-15
El Paso,2,143,100,Box 101-15
El Paso,2,144,98,Box 101-15
El Paso,2,146,9,Box 101-15
El Paso,2,147,100,Box 101-15
El Paso,2,148,99,Box 101-15
El Paso,2,150,94,Box 101-15
El Paso,2,151,99,Box 101-16
El Paso,2,152,30,Box 101-16
El Paso,2,153,98,Box 101-16
El Paso,2,155,100,Box 101-16
El Paso,2,156,100,Box 101-16
El Paso,2,157,100,Box 101-16
El Paso,2,158,99,Box 101-16
El Paso,2,159,100,Box 101-16
El Paso,2,160,100,Box 101-16
El Paso,2,161,97,Box 101-17
El Paso,2,162,99,Box 101-17
El Paso,2,163,100,Box 101-17
El Paso,2,165,100,Box 101-17
El Paso,2,167,98,Box 101-17
El Paso,2,168,87,Box 101-17
El Paso,2,169,98,Box 101-17
El Paso,2,170,98,Box 101-17
El Paso,2,171,25,Box 101-18
El Paso,2,172,25,Box 101-18
El Paso,2,174,25,Box 101-18
El Paso,2,175,25,Box 101-18
El Paso,2,176,49,Box 101-18
El Paso,2,177,49,Box 101-18
El Paso,2,178,100,Box 101-18
El Paso,2,179,100,Box 101-18
El Paso,2,180,98,Box 101-18
El Paso,2,181,99,Box 101-19
El Paso,2,182,97,Box 101-19
El Paso,2,183,3,Box 101-19
El Paso,2,184,98,Box 101-19
El Paso,2,185,99,Box 101-19
El Paso,2,186,100,Box 101-19
El Paso,2,189,96,Box 101-19
El Paso,2,190,99,Box 101-19
El Paso,2,191,100,Box 101-20
El Paso,2,192,99,Box 101-20
El Paso,2,193,100,Box 101-20
El Paso,2,194,100,Box 101-20
El Paso,2,196,99,Box 101-20
El Paso,2,197,100,Box 101-20
El Paso,2,198,99,Box 101-20
El Paso,2,199,100,Box 101-20
El Paso,2,200,97,Box 101-20
El Paso,2,202,99,Box 101-21
El Paso,2,203,100,Box 101-21
El Paso,2,204,97,Box 101-21
El Paso,2,205,100,Box 101-21
El Paso,2,206,100,Box 101-21
El Paso,2,207,99,Box 101-21
El Paso,2,208,100,Box 101-21
El Paso,2,209,100,Box 101-21
El Paso,2,210,98,Box 101-21
El Paso,2,211,100,Box 101-22
El Paso,2,213,100,Box 101-22
El Paso,2,216,97,Box 101-22
El Paso,2,217,100,Box 101-22
El Paso,2,218,100,Box 101-22
El Paso,2,219,100,Box 101-22
El Paso,2,220,99,Box 101-22
El Paso,2,223,100,Box 101-23
El Paso,2,224,100,Box 101-23
El Paso,2,225,98,Box 101-23
El Paso,2,226,25,Box 101-23
El Paso,2,227,25,Box 101-23
El Paso,2,228,25,Box 101-23
El Paso,2,229,25,Box 101-23
El Paso,2,230,25,Box 101-23
El Paso,2,231,25,Box 101-24
El Paso,2,232,100,Box 101-24
El Paso,2,233,100,Box 101-24
El Paso,2,234,25,Box 101-24
El Paso,2,235,25,Box 101-24
El Paso,2,236,24,Box 101-24
El Paso,2,237,25,Box 101-24
El Paso,2,238,19,Box 101-24
El Paso,2,239,10,Box 101-24
El Paso,2,240,24,Box 101-24
El Paso,2,241,25,Box 101-25
El Paso,2,242,100,Box 101-25
El Paso,2,243,100,Box 101-25
El Paso,2,244,100,Box 101-25
El Paso,2,245,100,Box 101-25
El Paso,2,246,100,Box 101-25
El Paso,2,247,98,Box 101-25
El Paso,2,248,100,Box 101-25
El Paso,2,249,100,Box 101-25
El Paso,2,250,100,Box 101-25
El Paso,2,251,99,Box 101-26
El Paso,2,252,100,Box 101-26
El Paso,2,253,100,Box 101-26
El Paso,2,254,100,Box 101-26
El Paso,2,255,98,Box 101-26
El Paso,2,256,100,Box 101-26
El Paso,2,257,100,Box 101-26
El Paso,2,258,95,Box 101-26
El Paso,2,259,99,Box 101-26
El Paso,2,260,100,Box 101-26
El Paso,2,261,100,Box 101-27
El Paso,2,262,100,Box 101-27
El Paso,2,263,100,Box 101-27
El Paso,2,264,100,Box 101-27
El Paso,2,265,100,Box 101-27
El Paso,2,266,99,Box 101-27
El Paso,2,267,100,Box 101-27
El Paso,2,268,99,Box 101-27
El Paso,2,269,99,Box 101-27
El Paso,2,271,100,Box 101-28
El Paso,2,272,99,Box 101-28
El Paso,2,273,93,Box 101-28
El Paso,2,274,98,Box 101-28
El Paso,2,275,100,Box 101-28
El Paso,2,276,96,Box 101-28
El Paso,2,277,31,Box 101-28
El Paso,2,278,100,Box 101-28
El Paso,2,279,100,Box 101-28
El Paso,2,280,98,Box 101-28
El Paso,2,281,94,Box 101-29
El Paso,2,282,100,Box 101-29
El Paso,2,283,100,Box 101-29
El Paso,2,284,100,Box 101-29
El Paso,2,285,98,Box 101-29
El Paso,2,286,100,Box 101-29
El Paso,2,287,97,Box 101-29
El Paso,2,288,100,Box 101-29
El Paso,2,289,100,Box 101-29
El Paso,2,290,98,Box 101-29
El Paso,2,291,99,Box 101-30
El Paso,2,292,99,Box 101-30
El Paso,2,293,100,Box 101-30
El Paso,2,295,100,Box 101-30
El Paso,2,296,100,Box 101-30
El Paso,2,298,100,Box 101-30
El Paso,2,299,100,Box 101-30
El Paso,2,300,100,Box 101-30
El Paso,2,301,100,Box 101-31
El Paso,2,302,100,Box 101-31
El Paso,2,303,100,Box 101-31
El Paso,2,304,100,Box 101-31
El Paso,2,306,100,Box 101-31
El Paso,2,307,100,Box 101-31
El Paso,2,308,100,Box 101-31
El Paso,2,309,99,Box 101-31
El Paso,2,310,100,Box 101-31
El Paso,2,311,100,Box 101-32
El Paso,2,312,100,Box 101-32
El Paso,2,313,50,Box 101-32
El Paso,2,314,25,Box 101-32
El Paso,2,315,27,Box 101-32
El Paso,2,316,100,Box 101-32
El Paso,2,317,98,Box 101-32
El Paso,2,318,100,Box 101-32
El Paso,2,319,100,Box 101-32
El Paso,2,320,100,Box 101-32
El Paso,2,321,100,Box 101-33
El Paso,2,322,100,Box 101-33
El Paso,2,323,98,Box 101-33
El Paso,2,324,100,Box 101-33
El Paso,2,325,100,Box 101-33
El Paso,2,326,100,Box 101-33
El Paso,2,327,100,Box 101-33
El Paso,2,328,100,Box 101-33
El Paso,2,329,100,Box 101-33
El Paso,2,330,95,Box 101-33
El Paso,2,331,100,Box 101-34
El Paso,2,332,100,Box 101-34
El Paso,2,333,100,Box 101-34
El Paso,2,334,100,Box 101-34
El Paso,2,335,99,Box 101-34
El Paso,2,336,100,Box 101-34
El Paso,2,337,100,Box 101-34
El Paso,2,338,100,Box 101-34
El Paso,2,339,100,Box 101-34
El Paso,2,341,100,Box 101-35
El Paso,2,342,99,Box 101-35
El Paso,2,343,100,Box 101-35
El Paso,2,344,99,Box 101-35
El Paso,2,345,95,Box 101-35
El Paso,2,346,15,Box 101-35
El Paso,2,347,100,Box 101-35
El Paso,2,348,100,Box 101-35
El Paso,2,349,100,Box 101-35
El Paso,2,350,100,Box 101-35
El Paso,2,351,97,Box 101-36
El Paso,2,352,100,Box 101-36
El Paso,2,353,100,Box 101-36
El Paso,2,354,99,Box 101-36
El Paso,2,355,94,Box 101-36
El Paso,2,356,100,Box 101-36
El Paso,2,357,100,Box 101-36
El Paso,2,358,100,Box 101-36
El Paso,2,359,100,Box 101-36
El Paso,2,360,100,Box 101-36
El Paso,2,361,100,Box 101-37
El Paso,2,362,98,Box 101-37
El Paso,2,363,100,Box 101-37
El Paso,2,364,99,Box 101-37
El Paso,2,365,99,Box 101-37
El Paso,2,366,25,Box 101-37
El Paso,2,367,25,Box 101-37
El Paso,2,368,14,Box 101-37
El Paso,2,369,25,Box 101-37
El Paso,2,370,25,Box 101-37
El Paso,2,371,100,Box 101-38
El Paso,2,372,100,Box 101-38
El Paso,2,373,100,Box 101-38
El Paso,2,374,100,Box 101-38
El Paso,2,375,14,Box 101-38
El Paso,2,376,99,Box 101-38
El Paso,2,377,100,Box 101-38
El Paso,2,378,25,Box 101-38
El Paso,2,379,25,Box 101-38
El Paso,2,380,25,Box 101-38
El Paso,2,381,98,Box 101-39
El Paso,2,382,98,Box 101-39
El Paso,2,383,100,Box 101-39
El Paso,2,384,100,Box 101-39
El Paso,2,385,100,Box 101-39
El Paso,2,386,100,Box 101-39
El Paso,2,387,100,Box 101-39
El Paso,2,388,99,Box 101-39
El Paso,2,389,99,Box 101-39
El Paso,2,390,100,Box 101-39
El Paso,2,391,99,Box 101-40
El Paso,2,392,100,Box 101-40
El Paso,2,393,100,Box 101-40
El Paso,2,394,25,Box 101-40
El Paso,2,395,25,Box 101-40
El Paso,2,396,25,Box 101-40
El Paso,2,397,96,Box 101-40
El Paso,2,398,100,Box 101-40
El Paso,2,399,100,Box 101-40
El Paso,2,400,100,Box 101-40
El Paso,2,401,99,Box 101-41
El Paso,2,402,96,Box 101-41
El Paso,2,403,100,Box 101-41
El Paso,2,404,100,Box 101-41
El Paso,2,405,100,Box 101-41
El Paso,2,406,100,Box 101-41
El Paso,2,407,100,Box 101-41
El Paso,2,408,88,Box 101-41
El Paso,2,409,99,Box 101-41
El Paso,2,410,100,Box 101-41
El Paso,2,411,99,Box 101-42
El Paso,2,412,100,Box 101-42
El Paso,2,413,100,Box 101-42
El Paso,2,414,99,Box 101-42
El Paso,2,415,100,Box 101-42
El Paso,2,416,100,Box 101-42
El Paso,2,417,100,Box 101-42
El Paso,2,418,100,Box 101-42
El Paso,2,419,99,Box 101-42
El Paso,2,420,100,Box 101-42
El Paso,2,421,100,Box 101-43
El Paso,2,422,100,Box 101-43
El Paso,2,423,100,Box 101-43
El Paso,2,424,100,Box 101-43
El Paso,2,425,100,Box 101-43
El Paso,2,426,100,Box 101-43
El Paso,2,427,100,Box 101-43
El Paso,2,428,100,Box 101-43
El Paso,2,429,100,Box 101-43
El Paso,2,430,100,Box 101-43
El Paso,2,431,100,Box 101-44
El Paso,2,432,100,Box 101-44
El Paso,2,433,100,Box 101-44
El Paso,2,434,100,Box 101-44
El Paso,2,435,96,Box 101-44
El Paso,2,436,100,Box 101-44
El Paso,2,437,100,Box 101-44
El Paso,2,438,100,Box 101-44
El Paso,2,439,16,Box 101-44
El Paso,2,440,100,Box 101-44
El Paso,2,441,96,Box 101-45
El Paso,2,442,98,Box 101-45
El Paso,2,443,100,Box 101-45
El Paso,2,444,100,Box 101-45
El Paso,2,445,99,Box 101-45
El Paso,2,446,100,Box 101-45
El Paso,2,447,100,Box 101-45
El Paso,2,448,100,Box 101-45
El Paso,2,449,100,Box 101-45
El Paso,2,450,100,Box 101-45
El Paso,2,451,100,Box 101-46
El Paso,2,452,93,Box 101-46
El Paso,2,453,100,Box 101-46
El Paso,2,454,99,Box 101-46
El Paso,2,455,100,Box 101-46
El Paso,2,456,100,Box 101-46
El Paso,2,457,100,Box 101-46
El Paso,2,458,100,Box 101-46
El Paso,2,459,100,Box 101-46
El Paso,2,460,100,Box 101-46
El Paso,2,461,99,Box 101-47
El Paso,2,462,100,Box 101-47
El Paso,2,463,100,Box 101-47
El Paso,2,464,100,Box 101-47
El Paso,2,465,100,Box 101-47
El Paso,2,466,100,Box 101-47
El Paso,2,467,99,Box 101-47
El Paso,2,468,99,Box 101-47
El Paso,2,469,100,Box 101-47
El Paso,2,470,100,Box 101-47
El Paso,2,471,99,Box 101-48
El Paso,2,472,99,Box 101-48
El Paso,2,473,98,Box 101-48
El Paso,2,474,100,Box 101-48
El Paso,2,475,28,Box 101-48
El Paso,2,476,100,Box 101-48
El Paso,2,477,100,Box 101-48
El Paso,2,478,100,Box 101-48
El Paso,2,479,100,Box 101-48
El Paso,2,480,99,Box 101-48
El Paso,2,481,100,Box 101-49
El Paso,2,482,100,Box 101-49
El Paso,2,483,37,Box 101-49
El Paso,2,484,100,Box 101-49
El Paso,2,485,100,Box 101-49
El Paso,2,486,100,Box 101-49
El Paso,2,487,100,Box 101-49
El Paso,2,488,94,Box 101-49
El Paso,2,489,100,Box 101-49
El Paso,2,490,99,Box 101-49
El Paso,2,491,100,Box 101-50
El Paso,2,492,94,Box 101-50
El Paso,2,493,99,Box 101-50
