county_name,contest_name,imprinted_id,ballot_type,choice_per_voting_computer,audit_board_selection,consensus,record_type,audit_board_comment,timestamp,cvr_id,audit_reason
Adams,17th Judicial District Ballot Question 7B,101-101-7,52,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 09:44:18.62646,178977,
Adams,17th Judicial District Ballot Question 7B,101-130-14,14,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 09:49:44.148182,240137,
Adams,17th Judicial District Ballot Question 7B,101-146-54,65,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 09:54:41.65526,250284,
Adams,17th Judicial District Ballot Question 7B,101-285-1,16,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:02:29.59411,379206,
Adams,17th Judicial District Ballot Question 7B,101-370-71,14,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:16:56.485049,567212,
Adams,17th Judicial District Ballot Question 7B,101-402-64,44,"","",YES,uploaded,"",2024-11-19 10:18:31.800706,593011,
Adams,17th Judicial District Ballot Question 7B,101-409-17,14,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:24:16.008436,595765,
Adams,17th Judicial District Ballot Question 7B,101-427-16,65,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:29:52.162749,609262,
Adams,17th Judicial District Ballot Question 7B,101-484-89,30,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:33:40.496559,667784,
Adams,17th Judicial District Ballot Question 7B,101-510-83,65,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:36:24.440262,708958,
Adams,17th Judicial District Ballot Question 7B,101-554-40,14,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:56:43.783351,759450,
Adams,17th Judicial District Ballot Question 7B,101-566-84,45,"","",YES,uploaded,"",2024-11-19 11:02:46.42053,764319,
Adams,17th Judicial District Ballot Question 7B,102-147-14,53,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:30:14.555746,183954,
Adams,17th Judicial District Ballot Question 7B,102-287-59,30,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:41:33.116607,549461,
Adams,17th Judicial District Ballot Question 7B,102-53-9,16,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:15:02.180266,53971,
Adams,17th Judicial District Ballot Question 7B,102-69-97,53,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:17:38.749657,58096,
Adams,17th Judicial District Ballot Question 7B,102-71-40,39,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:19:21.768557,58345,
Adams,17th Judicial District Ballot Question 7B,103-145-9,39,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:46:50.209682,106491,
Adams,17th Judicial District Ballot Question 7B,103-163-1,53,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:52:25.250903,122056,
Adams,17th Judicial District Ballot Question 7B,103-175-70,65,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:53:21.9399,126816,
Adams,17th Judicial District Ballot Question 7B,103-191-84,14,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 12:02:01.382083,135053,
Adams,17th Judicial District Ballot Question 7B,103-201-29,53,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 12:04:20.623835,140385,
Adams,17th Judicial District Ballot Question 7B,103-322-34,44,"","",YES,uploaded,"",2024-11-19 12:16:05.557127,260932,
Adams,17th Judicial District Ballot Question 7B,103-356-61,14,"","",YES,uploaded,"",2024-11-19 12:25:46.749266,305644,
Adams,17th Judicial District Ballot Question 7B,103-415-15,44,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 12:33:07.011452,346169,
Adams,17th Judicial District Ballot Question 7B,103-464-83,39,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 12:40:07.636459,448128,
Adams,17th Judicial District Ballot Question 7B,103-470-87,30,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 12:40:23.654111,452172,
Adams,17th Judicial District Ballot Question 7B,103-482-7,30,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 12:42:51.051074,464133,
Adams,17th Judicial District Ballot Question 7B,103-503-55,1,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 12:48:43.008767,484011,
Adams,17th Judicial District Ballot Question 7B,103-53-106,45,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:43:17.470048,40506,
Adams,17th Judicial District Ballot Question 7B,103-562-15,52,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 13:01:54.204558,577989,
Adams,17th Judicial District Ballot Question 7B,103-583-54,30,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 13:04:40.485492,592501,
Adams,17th Judicial District Ballot Question 7B,104-102-5,53,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 09:46:30.571951,426142,
Adams,17th Judicial District Ballot Question 7B,104-110-70,52,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 09:49:25.124346,432274,
Adams,17th Judicial District Ballot Question 7B,104-123-73,44,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 09:51:23.40672,440161,
Adams,17th Judicial District Ballot Question 7B,104-126-66,22,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 09:52:19.237961,442320,
Adams,17th Judicial District Ballot Question 7B,104-163-45,44,"","",YES,uploaded,"",2024-11-19 09:56:46.396455,475197,
Adams,17th Judicial District Ballot Question 7B,104-191-71,35,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 09:59:47.536625,498487,
Adams,17th Judicial District Ballot Question 7B,104-240-56,44,"","",YES,uploaded,"",2024-11-19 10:10:05.091461,733168,
Adams,17th Judicial District Ballot Question 7B,104-242-54,30,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:10:58.030641,734194,
Adams,17th Judicial District Ballot Question 7B,104-29-15,53,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 09:31:34.810979,340417,
Adams,17th Judicial District Ballot Question 7B,105-131-31,30,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:20:29.505389,360119,
Adams,17th Judicial District Ballot Question 7B,105-176-88,14,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:24:16.176872,443474,
Adams,17th Judicial District Ballot Question 7B,105-214-84,52,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:30:52.135562,490125,
Adams,17th Judicial District Ballot Question 7B,105-28-77,45,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:11:46.519155,267507,
Adams,17th Judicial District Ballot Question 7B,105-40-43,52,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:13:31.75647,269418,
Adams,17th Judicial District Ballot Question 7B,106-100-22,64,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:51:05.404946,82106,
Adams,17th Judicial District Ballot Question 7B,106-10-16,25,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:38:15.385169,6265,
Adams,17th Judicial District Ballot Question 7B,106-205-82,24,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:59:32.953747,171191,
Adams,17th Judicial District Ballot Question 7B,106-207-16,30,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:00:40.523174,172640,
Adams,17th Judicial District Ballot Question 7B,106-218-26,64,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:01:41.4918,193075,
Adams,17th Judicial District Ballot Question 7B,106-288-33,30,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:06:36.596483,247980,
Adams,17th Judicial District Ballot Question 7B,106-309-98,53,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:12:38.214716,275052,
Adams,17th Judicial District Ballot Question 7B,106-42-89,44,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 10:40:16.792485,33620,
Adams,17th Judicial District Ballot Question 7B,106-445-37,64,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:16:21.312725,415462,
Adams,17th Judicial District Ballot Question 7B,106-471-30,52,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:21:34.99402,432131,
Adams,17th Judicial District Ballot Question 7B,106-523-33,67,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 11:25:57.120001,494898,
Adams,17th Judicial District Ballot Question 7B,106-57-92,52,"""No/Against""","""No/Against""",YES,uploaded,"",2024-11-19 10:45:58.562563,43373,
Adams,17th Judicial District Ballot Question 7B,106-583-3,53,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:30:37.661296,541822,
Adams,17th Judicial District Ballot Question 7B,106-586-12,39,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:31:33.5423,543942,
Adams,17th Judicial District Ballot Question 7B,106-615-17,65,"""Yes/For""","""Yes/For""",YES,uploaded,"",2024-11-19 11:33:33.999864,574421,
