County,Tabulator,Batch,# of Ballots ,Location
Archuleta,1,1,26,1
Archuleta,1,2,28,1
Archuleta,1,3,28,1
Archuleta,1,4,28,1
Archuleta,1,5,25,1
Archuleta,1,6,25,1
Archuleta,1,7,25,1
Archuleta,1,8,26,1
Archuleta,1,9,25,1
Archuleta,1,10,25,1
Archuleta,1,11,24,1
Archuleta,1,12,25,1
Archuleta,1,13,25,1
Archuleta,1,14,25,1
Archuleta,1,15,25,1
Archuleta,1,16,25,1
Archuleta,1,17,25,1
Archuleta,1,18,30,1
Archuleta,1,19,25,1
Archuleta,1,20,25,1
Archuleta,1,21,25,1
Archuleta,1,22,25,1
Archuleta,1,23,25,1
Archuleta,1,24,27,1
Archuleta,1,25,25,1
Archuleta,1,26,25,1
Archuleta,1,27,25,1
Archuleta,1,28,25,1
Archuleta,1,29,25,1
Archuleta,1,30,25,1
Archuleta,1,31,24,1
Archuleta,1,32,25,1
Archuleta,1,33,25,1
Archuleta,1,34,26,1
Archuleta,1,35,23,1
Archuleta,1,36,25,1
Archuleta,1,37,24,1
Archuleta,1,38,28,1
Archuleta,1,39,25,1
Archuleta,1,40,25,1
Archuleta,1,41,25,1
Archuleta,1,42,24,1
Archuleta,1,43,25,1
Archuleta,1,44,25,1
Archuleta,1,45,30,1
Archuleta,1,46,25,1
Archuleta,1,47,25,1
Archuleta,1,48,19,1
Archuleta,1,49,23,1
Archuleta,1,50,25,1
Archuleta,1,51,25,1
Archuleta,1,52,25,1
Archuleta,1,53,25,1
Archuleta,1,54,27,1
Archuleta,1,55,25,1
Archuleta,1,56,30,1
Archuleta,1,57,25,1
Archuleta,1,58,25,1
Archuleta,1,59,25,1
Archuleta,1,60,25,1
Archuleta,1,61,25,2
Archuleta,1,62,25,2
Archuleta,1,63,24,2
Archuleta,1,64,25,2
Archuleta,1,65,25,2
Archuleta,1,66,25,2
Archuleta,1,67,25,2
Archuleta,1,68,24,2
Archuleta,1,69,25,2
Archuleta,1,70,18,2
Archuleta,1,71,25,2
Archuleta,1,72,25,2
Archuleta,1,73,25,2
Archuleta,1,74,25,2
Archuleta,1,75,26,2
Archuleta,1,76,29,2
Archuleta,1,77,25,2
Archuleta,1,78,25,2
Archuleta,1,79,25,2
Archuleta,1,80,24,2
Archuleta,1,81,25,2
Archuleta,1,82,25,2
Archuleta,1,83,25,2
Archuleta,1,84,25,2
Archuleta,1,85,25,2
Archuleta,1,86,24,2
Archuleta,1,87,19,2
Archuleta,1,88,30,2
Archuleta,1,89,25,2
Archuleta,1,90,25,2
Archuleta,1,91,30,2
Archuleta,1,92,25,2
Archuleta,1,93,24,2
Archuleta,1,94,25,2
Archuleta,1,95,25,2
Archuleta,1,96,25,2
Archuleta,1,97,25,2
Archuleta,1,98,24,2
Archuleta,1,99,25,2
Archuleta,1,100,24,2
Archuleta,1,101,23,2
Archuleta,1,102,24,2
Archuleta,1,103,25,2
Archuleta,1,104,23,2
Archuleta,1,105,20,2
Archuleta,1,106,25,2
Archuleta,1,107,25,2
Archuleta,1,108,23,2
Archuleta,1,109,24,2
Archuleta,1,110,24,2
Archuleta,1,111,25,2
