county_name,scanner_id,batch_id,count_per_manifest,count_per_cvr_file,difference
Adams,1,1,200,200,0
Adams,1,10,201,201,0
Adams,1,100,199,199,0
Adams,1,101,199,199,0
Adams,1,102,200,200,0
Adams,1,103,200,200,0
Adams,1,104,193,193,0
Adams,1,105,202,202,0
Adams,1,106,196,196,0
Adams,1,107,196,196,0
Adams,1,108,200,200,0
Adams,1,11,197,197,0
Adams,1,110,200,200,0
Adams,1,111,196,196,0
Adams,1,112,201,201,0
Adams,1,113,171,171,0
Adams,1,114,176,176,0
Adams,1,115,200,200,0
Adams,1,116,197,197,0
Adams,1,117,190,190,0
Adams,1,118,202,202,0
Adams,1,119,200,200,0
Adams,1,12,200,200,0
Adams,1,120,200,200,0
Adams,1,121,196,196,0
Adams,1,122,200,200,0
Adams,1,123,200,200,0
Adams,1,124,197,197,0
Adams,1,125,200,200,0
Adams,1,126,200,200,0
Adams,1,127,200,200,0
Adams,1,128,197,197,0
Adams,1,129,198,198,0
Adams,1,13,200,200,0
Adams,1,130,200,200,0
Adams,1,131,174,174,0
Adams,1,132,62,62,0
Adams,1,133,140,140,0
Adams,1,134,186,186,0
Adams,1,135,211,211,0
Adams,1,136,192,192,0
Adams,1,137,200,200,0
Adams,1,138,208,208,0
Adams,1,139,183,183,0
Adams,1,14,197,197,0
Adams,1,140,194,194,0
Adams,1,141,202,202,0
Adams,1,142,204,204,0
Adams,1,143,195,195,0
Adams,1,144,190,190,0
Adams,1,145,207,207,0
Adams,1,146,194,194,0
Adams,1,147,205,205,0
Adams,1,148,192,192,0
Adams,1,149,201,201,0
Adams,1,150,198,198,0
Adams,1,151,200,200,0
Adams,1,152,188,188,0
Adams,1,153,210,210,0
Adams,1,154,196,196,0
Adams,1,155,200,200,0
Adams,1,156,196,196,0
Adams,1,157,202,202,0
Adams,1,158,194,194,0
Adams,1,159,200,200,0
Adams,1,16,204,204,0
Adams,1,160,195,195,0
Adams,1,161,199,199,0
Adams,1,162,198,198,0
Adams,1,163,200,200,0
Adams,1,164,182,182,0
Adams,1,165,200,200,0
Adams,1,166,200,200,0
Adams,1,167,199,199,0
Adams,1,168,194,194,0
Adams,1,169,202,202,0
Adams,1,17,195,195,0
Adams,1,170,200,200,0
Adams,1,171,169,169,0
Adams,1,172,196,196,0
Adams,1,173,202,202,0
Adams,1,174,192,192,0
Adams,1,175,203,203,0
Adams,1,176,134,134,0
Adams,1,177,192,192,0
Adams,1,178,188,188,0
Adams,1,179,206,206,0
Adams,1,18,201,201,0
Adams,1,180,196,196,0
Adams,1,181,197,197,0
Adams,1,182,200,200,0
Adams,1,183,198,198,0
Adams,1,184,201,201,0
Adams,1,185,198,198,0
Adams,1,186,200,200,0
Adams,1,187,199,199,0
Adams,1,188,192,192,0
Adams,1,189,190,190,0
Adams,1,19,82,82,0
Adams,1,190,200,200,0
Adams,1,191,178,178,0
Adams,1,192,177,177,0
Adams,1,193,200,200,0
Adams,1,194,189,189,0
Adams,1,195,200,200,0
Adams,1,196,197,197,0
Adams,1,197,237,237,0
Adams,1,198,200,200,0
Adams,1,199,200,200,0
Adams,1,2,200,200,0
Adams,1,20,203,203,0
Adams,1,200,200,200,0
Adams,1,201,200,200,0
Adams,1,202,194,194,0
Adams,1,203,201,201,0
Adams,1,204,194,194,0
Adams,1,205,202,202,0
Adams,1,206,196,196,0
Adams,1,207,199,199,0
Adams,1,208,198,198,0
Adams,1,209,200,200,0
Adams,1,21,138,138,0
Adams,1,210,200,200,0
Adams,1,211,199,199,0
Adams,1,212,198,198,0
Adams,1,213,197,197,0
Adams,1,214,179,179,0
Adams,1,215,202,202,0
Adams,1,216,197,197,0
Adams,1,217,196,196,0
Adams,1,218,202,202,0
Adams,1,219,194,194,0
Adams,1,220,203,203,0
Adams,1,221,196,196,0
Adams,1,222,200,200,0
Adams,1,223,199,199,0
Adams,1,224,200,200,0
Adams,1,225,269,269,0
Adams,1,226,190,190,0
Adams,1,227,202,202,0
Adams,1,228,196,196,0
Adams,1,229,202,202,0
Adams,1,23,200,200,0
Adams,1,230,198,198,0
Adams,1,231,200,200,0
Adams,1,232,200,200,0
Adams,1,233,197,197,0
Adams,1,234,196,196,0
Adams,1,235,200,200,0
Adams,1,236,184,184,0
Adams,1,237,208,208,0
Adams,1,238,182,182,0
Adams,1,239,208,208,0
Adams,1,24,200,200,0
Adams,1,240,198,198,0
Adams,1,241,200,200,0
Adams,1,242,200,200,0
Adams,1,243,198,198,0
Adams,1,244,199,199,0
Adams,1,245,200,200,0
Adams,1,246,201,201,0
Adams,1,247,192,192,0
Adams,1,248,203,203,0
Adams,1,249,198,198,0
Adams,1,250,200,200,0
Adams,1,251,195,195,0
Adams,1,252,200,200,0
Adams,1,253,199,199,0
Adams,1,254,200,200,0
Adams,1,255,192,192,0
Adams,1,256,204,204,0
Adams,1,257,194,194,0
Adams,1,258,200,200,0
Adams,1,259,200,200,0
Adams,1,26,201,201,0
Adams,1,260,192,192,0
Adams,1,261,200,200,0
Adams,1,262,164,164,0
Adams,1,263,196,196,0
Adams,1,264,201,201,0
Adams,1,265,200,200,0
Adams,1,266,197,197,0
Adams,1,267,192,192,0
Adams,1,268,204,204,0
Adams,1,269,200,200,0
Adams,1,27,195,195,0
Adams,1,270,199,199,0
Adams,1,271,200,200,0
Adams,1,272,194,194,0
Adams,1,273,200,200,0
Adams,1,274,197,197,0
Adams,1,275,188,188,0
Adams,1,276,204,204,0
Adams,1,277,192,192,0
Adams,1,278,207,207,0
Adams,1,279,138,138,0
Adams,1,28,201,201,0
Adams,1,280,202,202,0
Adams,1,281,200,200,0
Adams,1,282,199,199,0
Adams,1,283,200,200,0
Adams,1,284,197,197,0
Adams,1,285,193,193,0
Adams,1,286,203,203,0
Adams,1,287,200,200,0
Adams,1,288,200,200,0
Adams,1,289,200,200,0
Adams,1,29,187,187,0
Adams,1,290,195,195,0
Adams,1,291,149,149,0
Adams,1,292,198,198,0
Adams,1,293,200,200,0
Adams,1,294,198,198,0
Adams,1,295,200,200,0
Adams,1,296,200,200,0
Adams,1,297,199,199,0
Adams,1,298,198,198,0
Adams,1,299,190,190,0
Adams,1,3,198,198,0
Adams,1,300,200,200,0
Adams,1,301,196,196,0
Adams,1,302,197,197,0
Adams,1,303,200,200,0
Adams,1,304,200,200,0
Adams,1,305,199,199,0
Adams,1,306,200,200,0
Adams,1,307,197,197,0
Adams,1,308,196,196,0
Adams,1,309,202,202,0
Adams,1,31,200,200,0
Adams,1,310,200,200,0
Adams,1,311,151,151,0
Adams,1,312,194,194,0
Adams,1,313,200,200,0
Adams,1,314,196,196,0
Adams,1,315,202,202,0
Adams,1,316,195,195,0
Adams,1,317,200,200,0
Adams,1,318,198,198,0
Adams,1,319,200,200,0
Adams,1,32,200,200,0
Adams,1,320,200,200,0
Adams,1,321,196,196,0
Adams,1,322,200,200,0
Adams,1,323,193,193,0
Adams,1,324,198,198,0
Adams,1,325,197,197,0
Adams,1,326,200,200,0
Adams,1,327,197,197,0
Adams,1,328,195,195,0
Adams,1,329,198,198,0
Adams,1,33,184,184,0
Adams,1,330,190,190,0
Adams,1,331,203,203,0
Adams,1,332,198,198,0
Adams,1,333,201,201,0
Adams,1,334,200,200,0
Adams,1,335,196,196,0
Adams,1,336,199,199,0
Adams,1,337,200,200,0
Adams,1,338,196,196,0
Adams,1,339,202,202,0
Adams,1,34,216,216,0
Adams,1,340,198,198,0
Adams,1,341,198,198,0
Adams,1,342,198,198,0
Adams,1,343,199,199,0
Adams,1,344,195,195,0
Adams,1,345,200,200,0
Adams,1,346,200,200,0
Adams,1,347,197,197,0
Adams,1,348,200,200,0
Adams,1,349,197,197,0
Adams,1,35,196,196,0
Adams,1,350,200,200,0
Adams,1,351,197,197,0
Adams,1,352,209,209,0
Adams,1,353,200,200,0
Adams,1,354,200,200,0
Adams,1,355,193,193,0
Adams,1,356,200,200,0
Adams,1,357,197,197,0
Adams,1,358,192,192,0
Adams,1,359,208,208,0
Adams,1,36,200,200,0
Adams,1,360,195,195,0
Adams,1,361,200,200,0
Adams,1,362,186,186,0
Adams,1,363,205,205,0
Adams,1,364,200,200,0
Adams,1,365,187,187,0
Adams,1,366,199,199,0
Adams,1,367,200,200,0
Adams,1,368,200,200,0
Adams,1,369,176,176,0
Adams,1,37,198,198,0
Adams,1,370,200,200,0
Adams,1,371,200,200,0
Adams,1,372,192,192,0
Adams,1,373,204,204,0
Adams,1,374,179,179,0
Adams,1,375,200,200,0
Adams,1,376,196,196,0
Adams,1,377,196,196,0
Adams,1,378,200,200,0
Adams,1,379,195,195,0
Adams,1,38,200,200,0
Adams,1,380,198,198,0
Adams,1,381,200,200,0
Adams,1,382,180,180,0
Adams,1,383,216,216,0
Adams,1,384,192,192,0
Adams,1,385,207,207,0
Adams,1,386,200,200,0
Adams,1,387,200,200,0
Adams,1,388,190,190,0
Adams,1,389,208,208,0
Adams,1,39,187,187,0
Adams,1,390,200,200,0
Adams,1,391,190,190,0
Adams,1,392,200,200,0
Adams,1,393,200,200,0
Adams,1,394,195,195,0
Adams,1,395,200,200,0
Adams,1,396,196,196,0
Adams,1,397,202,202,0
Adams,1,398,194,194,0
Adams,1,399,178,178,0
Adams,1,4,200,200,0
Adams,1,40,212,212,0
Adams,1,400,200,200,0
Adams,1,401,198,198,0
Adams,1,402,200,200,0
Adams,1,403,200,200,0
Adams,1,404,198,198,0
Adams,1,405,200,200,0
Adams,1,406,197,197,0
Adams,1,407,196,196,0
Adams,1,408,200,200,0
Adams,1,409,166,166,0
Adams,1,41,198,198,0
Adams,1,410,200,200,0
Adams,1,411,178,178,0
Adams,1,412,211,211,0
Adams,1,413,201,201,0
Adams,1,414,190,190,0
Adams,1,415,194,194,0
Adams,1,416,200,200,0
Adams,1,417,193,193,0
Adams,1,418,200,200,0
Adams,1,419,182,182,0
Adams,1,42,200,200,0
Adams,1,420,207,207,0
Adams,1,421,200,200,0
Adams,1,422,193,193,0
Adams,1,423,198,198,0
Adams,1,424,188,188,0
Adams,1,425,198,198,0
Adams,1,426,200,200,0
Adams,1,427,197,197,0
