County,Tabulator,Batch,# of Ballot Cards,Location
Logan,103,1,21,1
Logan,103,2,27,1
Logan,103,3,25,1
Logan,103,4,22,1
Logan,103,5,25,1
Logan,103,6,25,1
Logan,103,7,31,1
Logan,103,8,34,1
Logan,103,9,19,1
Logan,103,10,25,1
Logan,103,11,4,1
Logan,103,12,28,1
Logan,103,13,18,1
Logan,103,14,22,1
Logan,103,15,25,1
Logan,103,16,29,1
Logan,103,17,24,1
Logan,103,18,25,1
Logan,103,19,23,1
Logan,103,20,14,1
Logan,103,21,24,1
Logan,103,22,24,1
Logan,103,23,32,1
Logan,103,24,2,1
Logan,103,25,16,2
Logan,103,26,25,2
Logan,103,27,23,2
Logan,103,28,23,2
Logan,103,29,24,2
Logan,103,30,26,2
Logan,103,31,26,2
Logan,103,32,36,2
Logan,103,33,19,2
Logan,103,34,29,2
Logan,103,35,18,2
Logan,103,36,1,2
Logan,103,37,19,2
Logan,103,38,19,2
Logan,103,39,22,2
Logan,103,40,25,2
Logan,103,41,24,2
Logan,103,42,25,2
Logan,103,43,24,2
Logan,103,44,25,2
Logan,103,45,25,2
Logan,103,46,23,2
Logan,103,47,25,2
Logan,103,48,25,2
Logan,103,49,1,2
Logan,103,50,21,3
Logan,103,51,31,3
Logan,103,52,25,3
Logan,103,53,25,3
Logan,103,54,25,3
Logan,103,55,18,3
Logan,103,56,25,3
Logan,103,57,25,3
Logan,103,58,25,3
Logan,103,59,33,3
Logan,103,60,2,3
Logan,103,61,14,4
Logan,103,62,25,4
Logan,103,63,30,4
Logan,103,64,24,4
Logan,103,65,27,4
Logan,103,66,29,4
Logan,103,67,21,4
Logan,103,68,25,4
Logan,103,69,25,4
Logan,103,70,37,4
Logan,103,71,32,4
Logan,103,72,5,4
Logan,103,73,25,4
Logan,103,74,35,4
Logan,103,75,24,4
Logan,103,76,21,4
Logan,103,77,25,4
Logan,103,78,25,4
Logan,103,79,31,4
Logan,103,80,1,4
Logan,103,81,21,5
Logan,103,82,22,5
Logan,103,83,15,5
Logan,103,84,25,5
Logan,103,85,27,5
Logan,103,86,30,5
Logan,103,87,32,5
Logan,103,88,25,5
Logan,103,89,20,5
Logan,103,90,25,5
Logan,103,91,1,5
Logan,103,92,24,5
Logan,103,93,27,5
Logan,103,94,30,5
Logan,103,95,22,5
Logan,103,96,29,5
Logan,103,97,21,5
Logan,103,98,23,5
Logan,103,99,29,5
Logan,103,100,22,5
Logan,103,101,29,5
Logan,103,102,5,5
Logan,103,103,13,6
Logan,103,104,22,6
Logan,103,105,24,6
Logan,103,106,22,6
Logan,103,107,17,6
Logan,103,108,25,6
Logan,103,109,26,6
Logan,103,110,17,6
Logan,103,111,25,6
Logan,103,112,23,6
Logan,103,113,24,6
Logan,103,114,20,6
Logan,103,115,24,6
Logan,103,116,24,6
Logan,103,117,3,6
Logan,103,118,21,7
Logan,103,119,15,7
Logan,103,120,16,7
Logan,103,121,18,7
Logan,103,122,17,7
Logan,103,123,21,7
Logan,103,124,25,7
Logan,103,125,29,7
Logan,103,126,20,7
Logan,103,127,26,7
Logan,103,128,1,7
Logan,103,129,29,7
Logan,103,130,29,7
Logan,103,131,28,7
Logan,103,132,27,7
Logan,103,133,18,7
Logan,103,134,24,7
Logan,103,135,21,7
