County,Tabulator,BATCH,# of Ballot Cards,Location
Weld,101,1,100,1
Weld,101,2,100,1
Weld,101,3,100,1
Weld,101,4,100,1
Weld,101,5,100,1
Weld,101,6,100,1
Weld,101,7,100,5
Weld,101,8,100,5
Weld,101,9,100,5
Weld,101,10,100,5
Weld,101,11,100,5
Weld,101,12,100,5
Weld,101,13,100,8
Weld,101,14,100,8
Weld,101,15,100,8
Weld,101,16,100,8
Weld,101,17,100,8
Weld,101,18,100,8
Weld,101,19,97,10
Weld,101,20,98,10
Weld,101,21,97,10
Weld,101,22,99,10
Weld,101,23,90,10
Weld,101,24,97,10
Weld,101,25,100,14
Weld,101,26,52,14
Weld,101,27,100,14
Weld,101,28,100,14
Weld,101,29,100,14
Weld,101,30,100,14
Weld,101,31,100,18
Weld,101,32,100,18
Weld,101,33,100,18
Weld,101,34,100,18
Weld,101,35,100,18
Weld,101,36,100,18
Weld,101,37,100,19
Weld,101,38,74,19
Weld,101,39,98,19
Weld,101,40,90,19
Weld,101,41,100,19
Weld,101,42,100,19
Weld,101,43,36,24
Weld,101,44,100,24
Weld,101,45,100,24
Weld,101,46,100,24
Weld,101,47,100,24
Weld,101,48,100,24
Weld,101,49,99,27
Weld,101,50,100,27
Weld,101,51,100,27
Weld,101,52,100,27
Weld,101,53,100,27
Weld,101,54,100,27
Weld,101,55,100,33
Weld,101,56,100,33
Weld,101,57,72,33
Weld,101,58,100,33
Weld,101,59,100,33
Weld,101,60,100,33
Weld,101,61,100,35
Weld,101,62,100,35
Weld,101,63,99,35
Weld,101,64,100,35
Weld,101,65,100,35
Weld,101,66,100,35
Weld,101,67,99,40
Weld,101,68,100,40
Weld,101,69,100,40
Weld,101,70,100,40
Weld,101,71,100,40
Weld,101,72,100,40
Weld,101,73,100,44
Weld,101,74,100,44
Weld,101,75,100,44
Weld,101,76,100,44
Weld,101,77,100,44
Weld,101,78,100,44
Weld,101,79,100,50
Weld,101,80,100,50
Weld,101,81,100,50
Weld,101,82,100,50
Weld,101,83,100,50
Weld,101,84,100,50
Weld,101,85,101,52
Weld,101,86,52,52
Weld,101,87,100,52
Weld,101,88,100,52
Weld,101,89,100,52
Weld,101,90,100,52
Weld,101,91,100,59
Weld,101,92,100,59
Weld,101,93,49,59
Weld,101,94,98,59
Weld,101,95,94,59
Weld,101,96,100,59
Weld,101,97,100,64
Weld,101,98,100,64
Weld,101,99,100,64
Weld,101,100,85,64
Weld,101,101,100,64
Weld,101,102,100,64
Weld,101,103,100,67
Weld,101,104,100,67
Weld,101,105,100,67
Weld,101,106,100,67
Weld,101,107,100,67
Weld,101,108,100,67
Weld,101,109,100,71
Weld,101,110,99,71
Weld,101,111,100,71
Weld,101,112,100,71
Weld,101,113,100,71
Weld,101,114,100,71
Weld,101,115,60,73
Weld,101,116,100,73
Weld,101,117,99,73
Weld,101,118,100,73
Weld,101,119,100,73
Weld,101,120,100,73
Weld,101,121,100,79
Weld,101,122,62,79
Weld,101,123,99,79
Weld,101,124,99,79
Weld,101,125,100,79
Weld,101,126,100,79
Weld,101,127,100,83
Weld,101,128,78,83
Weld,101,129,100,83
Weld,101,130,100,83
Weld,101,131,100,83
Weld,101,132,100,83
Weld,102,1,100,2
Weld,102,2,100,2
Weld,102,3,100,2
Weld,102,4,100,2
Weld,102,5,100,2
Weld,102,6,100,2
Weld,102,7,100,6
Weld,102,8,100,6
Weld,102,9,100,6
Weld,102,10,100,6
Weld,102,11,100,6
Weld,102,12,100,6
Weld,102,13,101,7
Weld,102,14,100,7
Weld,102,15,100,7
Weld,102,16,100,7
Weld,102,17,100,7
Weld,102,18,100,7
Weld,102,19,95,11
Weld,102,20,95,11
Weld,102,21,96,11
Weld,102,22,97,11
Weld,102,23,99,11
Weld,102,24,99,11
Weld,102,25,100,12
Weld,102,26,98,12
Weld,102,27,100,12
Weld,102,28,100,12
Weld,102,29,97,12
Weld,102,30,95,12
Weld,102,31,100,16
Weld,102,32,100,16
Weld,102,33,100,16
Weld,102,34,100,16
Weld,102,35,100,16
Weld,102,36,99,16
Weld,102,37,100,21
Weld,102,38,100,21
Weld,102,39,100,21
Weld,102,40,90,21
Weld,102,41,100,21
Weld,102,42,100,21
Weld,102,43,100,23
Weld,102,44,99,23
Weld,102,45,100,23
Weld,102,46,100,23
Weld,102,47,100,23
Weld,102,48,100,23
Weld,102,49,100,25
Weld,102,50,99,25
Weld,102,51,99,25
Weld,102,52,18,25
Weld,102,53,100,25
Weld,102,54,100,25
Weld,102,55,100,28
Weld,102,56,100,28
Weld,102,57,100,28
Weld,102,58,100,28
Weld,102,59,97,28
Weld,102,60,100,28
Weld,102,61,100,30
Weld,102,62,100,30
Weld,102,63,100,30
Weld,102,64,100,30
Weld,102,65,100,30
Weld,102,66,100,30
Weld,102,67,100,34
Weld,102,68,100,34
Weld,102,69,100,34
Weld,102,70,100,34
Weld,102,71,100,34
Weld,102,72,100,34
Weld,102,73,49,36
Weld,102,74,39,36
Weld,102,75,100,36
Weld,102,76,100,36
Weld,102,77,100,36
Weld,102,78,100,36
Weld,102,79,100,43
Weld,102,80,100,43
Weld,102,81,100,43
Weld,102,82,83,43
Weld,102,83,100,43
Weld,102,84,100,43
Weld,102,85,100,46
Weld,102,86,100,46
Weld,102,87,49,46
Weld,102,88,100,46
Weld,102,89,99,46
Weld,102,90,100,46
Weld,102,91,100,49
Weld,102,92,100,49
Weld,102,93,100,49
Weld,102,94,100,49
Weld,102,95,99,49
Weld,102,96,87,49
Weld,102,97,100,53
Weld,102,98,100,53
Weld,102,99,100,53
Weld,102,100,100,53
Weld,102,101,100,53
Weld,102,102,100,53
Weld,102,103,100,55
Weld,102,104,100,55
Weld,102,105,100,55
Weld,102,106,100,55
Weld,102,107,99,55
Weld,102,108,25,55
Weld,102,109,99,58
Weld,102,110,100,58
Weld,102,111,100,58
Weld,102,112,99,58
Weld,102,113,74,58
Weld,102,114,100,58
Weld,102,115,100,62
Weld,102,116,100,62
Weld,102,117,100,62
Weld,102,118,98,62
Weld,102,119,100,62
Weld,102,120,100,62
Weld,102,121,100,66
Weld,102,122,100,66
Weld,102,123,100,66
Weld,102,124,100,66
Weld,102,125,100,66
Weld,102,126,55,66
Weld,102,127,26,70
Weld,102,128,100,70
Weld,102,129,100,70
Weld,102,130,100,70
Weld,102,131,100,70
Weld,102,132,99,70
Weld,102,133,100,75
Weld,102,134,99,75
Weld,102,135,100,75
Weld,102,136,100,75
Weld,102,137,100,75
Weld,102,138,100,75
Weld,102,139,81,77
Weld,102,140,27,77
Weld,102,141,100,77
Weld,102,142,100,77
Weld,102,143,100,77
Weld,102,144,100,77
Weld,102,145,100,82
Weld,102,146,100,82
Weld,102,147,100,82
Weld,102,148,100,82
Weld,102,149,100,82
Weld,102,150,100,82
Weld,102,151,127,503
Weld,102,152,1,503
Weld,102,153,1,503
Weld,102,154,100,86
Weld,102,155,33,86
Weld,102,156,16,86
Weld,102,157,22,86
Weld,102,158,26,86
Weld,102,159,91,86
Weld,102,160,100,87
Weld,102,161,41,87
Weld,102,162,13,87
Weld,102,163,30,87
Weld,102,164,35,87
Weld,102,165,6,87
Weld,103,1,100,3
Weld,103,2,100,3
Weld,103,3,99,3
Weld,103,4,100,3
Weld,103,5,100,3
Weld,103,6,99,3
Weld,103,7,78,13
Weld,103,8,76,13
Weld,103,9,77,13
Weld,103,10,86,13
Weld,103,11,74,13
Weld,103,12,36,13
Weld,103,13,100,17
Weld,103,14,100,17
Weld,103,15,100,17
Weld,103,16,100,17
Weld,103,17,100,17
Weld,103,18,100,17
Weld,103,19,100,20
Weld,103,20,98,20
Weld,103,21,98,20
Weld,103,22,96,20
Weld,103,23,90,20
Weld,103,24,100,20
Weld,103,25,99,26
Weld,103,26,100,26
Weld,103,27,100,26
Weld,103,28,98,26
Weld,103,29,100,26
Weld,103,30,99,26
Weld,103,31,100,29
Weld,103,32,100,29
Weld,103,33,100,29
Weld,103,34,100,29
Weld,103,35,100,29
Weld,103,36,100,29
Weld,103,37,100,32
Weld,103,38,100,32
Weld,103,39,100,32
Weld,103,40,100,32
Weld,103,41,100,32
Weld,103,42,100,32
Weld,103,43,100,37
Weld,103,44,100,37
Weld,103,45,100,37
Weld,103,46,100,37
Weld,103,47,100,37
Weld,103,48,100,37
Weld,103,49,100,39
Weld,103,50,100,39
Weld,103,51,100,39
Weld,103,52,100,39
Weld,103,53,38,39
Weld,103,54,100,39
Weld,103,55,100,42
Weld,103,56,100,42
Weld,103,57,100,42
Weld,103,58,100,42
Weld,103,59,100,42
Weld,103,60,100,42
Weld,103,61,100,45
Weld,103,62,100,45
Weld,103,63,100,45
Weld,103,64,100,45
Weld,103,65,100,45
Weld,103,66,100,45
Weld,103,67,100,48
