County,Tabulator,Batch,# of Ballots,Location
Boulder,1,1,149,1
Boulder,1,2,150,1
Boulder,1,3,147,1
Boulder,1,4,148,1
Boulder,1,5,149,1
Boulder,1,6,149,1
Boulder,1,7,149,1
Boulder,1,8,150,1
Boulder,1,9,148,1
Boulder,1,10,139,10
Boulder,1,11,147,10
Boulder,1,12,150,10
Boulder,1,13,149,10
Boulder,1,14,148,10
Boulder,1,15,150,10
Boulder,1,16,148,10
Boulder,1,17,148,10
Boulder,1,18,150,10
Boulder,1,19,149,19
Boulder,1,20,148,19
Boulder,1,21,149,19
Boulder,1,22,147,19
Boulder,1,23,149,19
Boulder,1,24,150,19
Boulder,1,25,150,19
Boulder,1,26,150,19
Boulder,1,27,149,19
Boulder,1,28,150,28
Boulder,1,29,150,28
Boulder,1,30,150,28
Boulder,1,31,150,28
Boulder,1,32,149,28
Boulder,1,33,149,28
Boulder,1,34,149,28
Boulder,1,35,150,28
Boulder,1,36,149,28
Boulder,1,37,149,40
Boulder,1,38,149,40
Boulder,1,39,148,40
Boulder,1,40,148,40
Boulder,1,41,148,40
Boulder,1,42,150,40
Boulder,1,43,149,40
Boulder,1,44,150,40
Boulder,1,45,150,40
Boulder,1,46,149,49
Boulder,1,47,148,49
Boulder,1,48,108,49
Boulder,1,49,150,49
Boulder,1,50,149,49
Boulder,1,51,149,49
Boulder,1,52,148,49
Boulder,1,53,150,49
Boulder,1,54,27,49
Boulder,1,55,84,49
Boulder,1,56,148,95
Boulder,1,57,148,95
Boulder,1,58,49,95
Boulder,1,59,100,95
Boulder,1,60,150,95
Boulder,1,61,149,95
Boulder,1,62,149,95
Boulder,1,63,148,95
Boulder,1,64,150,95
Boulder,1,65,150,98
Boulder,1,66,148,98
Boulder,1,67,149,98
Boulder,1,68,149,98
Boulder,1,69,149,98
Boulder,1,70,149,98
Boulder,1,71,148,98
Boulder,1,72,149,41
Boulder,1,73,149,41
Boulder,1,74,149,41
Boulder,1,75,150,41
Boulder,1,76,150,41
Boulder,1,77,80,41
Boulder,1,78,150,41
Boulder,1,79,149,41
Boulder,1,80,32,41
Boulder,1,81,150,50
Boulder,1,82,150,50
Boulder,1,83,150,50
Boulder,1,84,150,50
Boulder,1,85,150,50
Boulder,1,86,149,50
Boulder,1,87,150,50
Boulder,1,88,150,50
Boulder,1,89,150,50
Boulder,1,90,150,87
Boulder,1,91,148,87
Boulder,1,92,147,87
Boulder,1,93,148,87
Boulder,1,94,149,87
Boulder,1,95,149,87
Boulder,1,96,149,87
Boulder,1,97,149,87
Boulder,1,98,149,87
Boulder,1,99,150,100
Boulder,1,100,150,100
Boulder,1,101,148,100
Boulder,1,102,149,100
Boulder,1,103,150,100
Boulder,1,104,149,100
Boulder,1,105,151,100
Boulder,1,106,150,100
Boulder,1,107,149,100
Boulder,1,108,150,86
Boulder,1,109,150,86
Boulder,1,110,149,86
Boulder,1,111,146,86
Boulder,1,112,150,86
Boulder,1,113,150,86
Boulder,1,114,149,86
Boulder,1,115,146,86
Boulder,1,116,148,86
Boulder,1,117,149,99
Boulder,1,118,150,99
Boulder,1,119,148,99
Boulder,1,120,149,99
Boulder,1,121,149,99
Boulder,1,122,150,99
Boulder,1,123,150,99
Boulder,1,124,146,99
Boulder,1,125,148,99
Boulder,1,126,148,101
Boulder,1,127,147,101
Boulder,1,129,148,101
Boulder,1,130,149,101
Boulder,1,131,147,101
Boulder,1,132,148,101
Boulder,1,133,150,101
Boulder,1,134,147,101
Boulder,1,135,148,119
Boulder,1,136,149,119
Boulder,1,137,149,119
Boulder,1,138,150,119
Boulder,1,139,148,119
Boulder,1,140,146,119
Boulder,1,141,148,119
Boulder,1,142,143,119
Boulder,1,143,150,119
Boulder,1,144,148,120
Boulder,1,145,149,120
Boulder,1,146,149,120
Boulder,1,147,144,120
Boulder,1,148,148,120
Boulder,1,149,150,120
Boulder,1,150,150,120
Boulder,1,151,147,120
Boulder,1,152,147,120
Boulder,1,153,147,138
Boulder,1,154,149,138
Boulder,1,155,147,138
Boulder,1,156,147,138
Boulder,1,157,148,138
Boulder,1,158,150,138
Boulder,1,159,148,138
Boulder,1,160,149,138
Boulder,1,161,148,138
Boulder,1,162,149,138
Boulder,1,163,145,139
Boulder,1,164,143,139
Boulder,1,165,148,139
Boulder,1,166,149,139
Boulder,1,167,147,139
Boulder,1,168,148,139
Boulder,1,169,149,139
Boulder,1,170,146,139
Boulder,1,171,147,139
Boulder,1,172,64,140
Boulder,1,173,223,140
Boulder,1,174,99,140
Boulder,1,175,279,140
Boulder,1,176,47,140
Boulder,1,177,106,140
Boulder,1,178,97,140
Boulder,1,179,118,140
Boulder,1,180,77,140
Boulder,1,181,70,140
Boulder,1,182,50,140
Boulder,1,183,85,140
Boulder,1,184,100,140
Boulder,1,185,63,140
Boulder,1,186,112,140
Boulder,1,187,85,140
Boulder,1,188,110,141
Boulder,1,189,35,141
Boulder,1,190,127,141
Boulder,1,191,318,141
Boulder,1,192,56,141
Boulder,1,193,51,141
Boulder,1,194,90,141
Boulder,1,195,251,141
Boulder,1,196,26,143
Boulder,1,197,28,143
Boulder,1,198,77,143
Boulder,1,199,148,143
Boulder,1,200,150,143
Boulder,1,201,148,143
Boulder,1,202,56,143
Boulder,1,203,149,143
Boulder,1,204,149,143
Boulder,1,205,149,143
Boulder,1,206,150,143
Boulder,1,207,15,143
Boulder,1,208,4,143
Boulder,1,209,1,143
Boulder,1,210,4,143
Boulder,1,211,5,143
Boulder,1,212,1,143
Boulder,1,213,3,143
Boulder,1,214,2,143
Boulder,1,215,2,143
Boulder,1,216,12,143
Boulder,1,217,1,143
Boulder,1,218,1,143
Boulder,1,220,150,159
Boulder,1,221,148,159
Boulder,1,222,146,159
Boulder,1,223,149,159
Boulder,1,224,36,159
Boulder,1,225,127,159
Boulder,1,226,26,159
Boulder,1,227,117,159
Boulder,1,228,18,159
Boulder,1,229,1,159
Boulder,1,230,1,159
Boulder,1,232,160,161
Boulder,1,233,114,161
Boulder,1,234,16,161
Boulder,1,235,5,161
Boulder,1,236,5,161
Boulder,1,237,3,143
Boulder,1,238,19,161
Boulder,1,239,7,161
Boulder,1,240,1,161
Boulder,1,241,147,161
Boulder,2,1,148,2
Boulder,2,2,150,2
Boulder,2,3,149,2
Boulder,2,4,148,2
Boulder,2,5,149,2
Boulder,2,6,150,2
Boulder,2,7,149,2
Boulder,2,8,149,2
Boulder,2,9,150,2
Boulder,2,10,149,20
Boulder,2,11,149,20
Boulder,2,12,150,20
Boulder,2,13,149,20
Boulder,2,14,149,20
Boulder,2,15,149,20
Boulder,2,16,147,20
Boulder,2,17,149,20
Boulder,2,18,149,20
Boulder,2,19,150,11
Boulder,2,20,149,11
Boulder,2,21,150,11
Boulder,2,22,150,11
Boulder,2,23,150,11
Boulder,2,24,150,11
Boulder,2,25,150,11
Boulder,2,26,150,11
Boulder,2,27,148,11
Boulder,2,28,148,42
Boulder,2,29,149,42
Boulder,2,30,149,42
Boulder,2,31,150,42
Boulder,2,32,150,42
Boulder,2,33,150,42
Boulder,2,34,150,42
Boulder,2,35,149,42
Boulder,2,36,150,42
Boulder,2,37,150,43
Boulder,2,38,150,43
Boulder,2,39,150,43
Boulder,2,40,149,43
Boulder,2,41,148,43
Boulder,2,42,148,43
Boulder,2,43,150,43
Boulder,2,44,148,43
Boulder,2,45,149,43
Boulder,2,46,148,51
Boulder,2,47,150,51
Boulder,2,48,150,51
Boulder,2,49,150,51
Boulder,2,50,150,51
Boulder,2,51,149,51
Boulder,2,52,150,51
Boulder,2,53,149,51
Boulder,2,54,150,51
Boulder,2,55,148,52
Boulder,2,56,150,52
Boulder,2,57,146,52
Boulder,2,58,148,52
Boulder,2,59,147,52
Boulder,2,60,148,52
Boulder,2,61,150,52
Boulder,2,62,150,52
Boulder,2,63,149,52
Boulder,2,64,150,66
Boulder,2,65,147,66
Boulder,2,66,164,66
Boulder,2,67,149,66
Boulder,2,68,149,66
Boulder,2,69,149,66
Boulder,2,70,148,66
Boulder,2,71,150,66
Boulder,2,72,148,66
Boulder,2,73,146,66
Boulder,2,74,150,29
Boulder,2,75,150,29
Boulder,2,76,148,29
Boulder,2,77,148,29
Boulder,2,78,147,29
Boulder,2,79,148,29
Boulder,2,80,150,29
Boulder,2,81,150,29
Boulder,2,82,148,29
Boulder,2,83,149,102
Boulder,2,84,146,102
Boulder,2,85,150,102
Boulder,2,86,148,102
Boulder,2,87,149,102
Boulder,2,88,150,102
Boulder,2,89,149,102
Boulder,2,90,150,102
Boulder,2,91,149,102
Boulder,2,92,147,103
Boulder,2,93,149,103
Boulder,2,94,150,103
Boulder,2,95,149,103
Boulder,2,96,150,103
Boulder,2,97,148,103
Boulder,2,98,150,103
Boulder,2,99,148,103
Boulder,2,100,149,103
Boulder,2,101,150,104
Boulder,2,102,150,104
Boulder,2,103,150,104
Boulder,2,104,148,104
Boulder,2,105,150,104
Boulder,2,106,150,104
Boulder,2,107,150,104
Boulder,2,108,148,104
Boulder,2,109,147,104
Boulder,2,110,150,121
Boulder,2,111,149,121
Boulder,2,112,148,121
Boulder,2,113,149,121
Boulder,2,114,148,121
Boulder,2,115,150,121
Boulder,2,116,147,121
Boulder,2,117,147,121
Boulder,2,118,149,121
Boulder,2,119,149,136
Boulder,2,120,145,136
Boulder,2,121,150,136
Boulder,2,122,147,136
Boulder,2,123,148,136
Boulder,2,124,147,136
Boulder,2,125,147,136
Boulder,2,126,150,136
Boulder,2,127,147,136
Boulder,2,128,148,145
Boulder,2,129,146,145
Boulder,2,130,148,145
Boulder,2,131,147,145
Boulder,2,132,147,145
Boulder,2,133,150,145
Boulder,2,135,147,145
Boulder,2,136,148,145
Boulder,2,137,147,144
Boulder,2,138,147,144
Boulder,2,139,144,144
Boulder,2,140,148,144
Boulder,2,141,147,144
Boulder,2,142,149,144
Boulder,2,143,148,144
Boulder,2,144,148,144
Boulder,2,145,149,144
Boulder,2,146,150,137
Boulder,2,147,150,137
Boulder,2,148,150,137
Boulder,2,149,150,137
Boulder,2,150,149,137
Boulder,2,151,150,137
Boulder,2,152,150,137
Boulder,2,153,149,137
Boulder,2,154,147,137
Boulder,2,155,149,154
Boulder,2,156,58,154
Boulder,2,157,72,128
Boulder,2,158,144,128
Boulder,2,159,368,128
Boulder,2,160,835,128
Boulder,2,161,42,129
Boulder,2,162,42,129
Boulder,2,163,53,129
Boulder,2,164,44,129
Boulder,2,165,52,129
Boulder,2,166,51,129
Boulder,2,167,84,129
Boulder,2,168,124,129
Boulder,2,169,108,129
Boulder,2,170,101,129
Boulder,2,171,47,129
Boulder,2,172,39,129
Boulder,2,173,36,129
Boulder,2,174,20,129
Boulder,2,175,32,129
Boulder,2,176,32,129
Boulder,2,177,38,129
Boulder,2,178,50,129
Boulder,2,179,45,129
Boulder,2,180,41,129
Boulder,2,181,23,129
Boulder,2,182,70,129
Boulder,2,183,167,129
Boulder,2,184,58,129
Boulder,2,185,40,129
Boulder,2,186,91,129
Boulder,2,187,252,156
Boulder,2,188,149,156
Boulder,3,1,149,3
Boulder,3,2,150,3
Boulder,3,3,150,3
Boulder,3,4,150,3
Boulder,3,5,150,3
Boulder,3,6,148,3
Boulder,3,7,150,3
Boulder,3,8,150,3
Boulder,3,9,150,3
Boulder,3,10,149,12
Boulder,3,11,149,12
Boulder,3,12,150,12
Boulder,3,13,150,12
Boulder,3,14,148,12
Boulder,3,15,149,12
Boulder,3,16,150,12
Boulder,3,17,149,12
Boulder,3,18,150,12
Boulder,3,19,150,21
Boulder,3,20,150,21
Boulder,3,21,149,21
Boulder,3,22,149,21
Boulder,3,23,150,21
Boulder,3,24,148,21
Boulder,3,25,148,21
Boulder,3,26,146,21
Boulder,3,27,150,21
Boulder,3,28,149,30
Boulder,3,29,150,30
Boulder,3,30,150,30
Boulder,3,31,150,30
Boulder,3,32,148,30
Boulder,3,33,151,30
Boulder,3,34,150,30
Boulder,3,35,149,30
Boulder,3,36,149,30
Boulder,3,37,149,45
Boulder,3,38,148,45
Boulder,3,39,150,45
Boulder,3,40,149,45
Boulder,3,41,150,45
Boulder,3,42,148,45
Boulder,3,43,148,45
Boulder,3,44,148,45
Boulder,3,45,150,45
Boulder,3,46,148,53
Boulder,3,47,150,53
Boulder,3,48,145,53
Boulder,3,49,149,53
Boulder,3,50,149,53
Boulder,3,51,150,53
Boulder,3,52,149,53
Boulder,3,53,149,53
Boulder,3,54,149,53
Boulder,3,55,150,54
Boulder,3,56,147,54
Boulder,3,57,146,54
Boulder,3,58,150,54
Boulder,3,59,150,54
Boulder,3,60,150,54
Boulder,3,61,150,54
Boulder,3,62,148,54
Boulder,3,63,148,54
Boulder,3,64,147,67
Boulder,3,65,149,67
Boulder,3,66,150,67
Boulder,3,67,148,67
Boulder,3,68,149,67
Boulder,3,69,147,67
Boulder,3,70,149,67
Boulder,3,71,150,67
Boulder,3,72,147,67
Boulder,3,73,147,68
Boulder,3,74,150,68
Boulder,3,75,147,68
Boulder,3,76,150,68
Boulder,3,77,150,68
Boulder,3,78,148,68
Boulder,3,79,148,68
Boulder,3,80,148,68
Boulder,3,81,148,68
Boulder,3,82,150,69
Boulder,3,83,150,69
Boulder,3,84,149,69
Boulder,3,85,119,69
Boulder,3,86,149,69
Boulder,3,87,150,69
Boulder,3,88,150,69
Boulder,3,89,150,69
Boulder,3,90,149,69
Boulder,3,91,147,88
Boulder,3,92,149,88
Boulder,3,93,149,88
Boulder,3,94,149,88
Boulder,3,95,150,88
Boulder,3,96,148,88
Boulder,3,97,149,88
Boulder,3,98,149,88
Boulder,3,99,149,88
Boulder,3,100,149,89
Boulder,3,101,148,89
Boulder,3,102,150,89
Boulder,3,103,150,89
Boulder,3,104,149,89
Boulder,3,105,150,89
Boulder,3,106,148,89
Boulder,3,107,149,89
Boulder,3,108,149,89
Boulder,3,109,148,90
Boulder,3,110,147,90
Boulder,3,111,150,90
Boulder,3,112,146,90
Boulder,3,113,149,90
Boulder,3,114,150,90
Boulder,3,115,149,90
Boulder,3,116,148,90
Boulder,3,117,148,90
Boulder,3,118,149,105
Boulder,3,119,148,105
Boulder,3,120,147,105
Boulder,3,121,150,105
Boulder,3,122,150,105
Boulder,3,123,149,105
Boulder,3,124,149,105
Boulder,3,125,148,105
Boulder,3,126,150,105
Boulder,3,127,149,106
Boulder,3,128,147,106
Boulder,3,129,150,106
Boulder,3,130,150,106
Boulder,3,131,150,106
Boulder,3,132,150,106
Boulder,3,133,148,106
Boulder,3,134,150,106
Boulder,3,135,149,106
Boulder,3,136,150,107
Boulder,3,137,149,107
Boulder,3,138,148,107
Boulder,3,139,148,107
Boulder,3,140,147,107
Boulder,3,141,150,107
Boulder,3,142,150,107
Boulder,3,143,149,107
Boulder,3,144,147,107
Boulder,3,145,148,122
Boulder,3,146,144,122
Boulder,3,147,149,122
Boulder,3,148,150,122
Boulder,3,149,146,122
Boulder,3,150,150,122
Boulder,3,151,150,122
Boulder,3,152,149,122
Boulder,3,153,150,122
Boulder,3,154,147,131
Boulder,3,155,148,131
Boulder,3,156,146,131
Boulder,3,157,150,131
Boulder,3,158,147,131
Boulder,3,159,149,131
Boulder,3,160,148,131
Boulder,3,161,150,131
Boulder,3,162,150,131
Boulder,3,163,148,132
Boulder,3,164,150,132
Boulder,3,165,149,132
Boulder,3,166,149,132
Boulder,3,167,149,132
Boulder,3,168,145,132
Boulder,3,169,150,132
Boulder,3,170,146,132
Boulder,3,171,147,132
Boulder,3,172,148,146
Boulder,3,173,147,146
Boulder,3,174,149,146
Boulder,3,175,148,146
Boulder,3,176,149,146
Boulder,3,177,147,146
Boulder,3,178,147,146
Boulder,3,179,149,146
Boulder,3,180,150,146
Boulder,3,181,150,147
Boulder,3,182,149,147
Boulder,3,183,150,147
Boulder,3,184,149,147
Boulder,3,185,150,147
Boulder,3,186,150,147
Boulder,3,187,149,147
Boulder,3,188,150,147
Boulder,3,189,150,147
Boulder,3,190,148,148
Boulder,3,191,148,148
Boulder,3,192,147,148
Boulder,3,193,149,148
Boulder,3,194,148,148
Boulder,3,195,148,148
Boulder,3,196,144,148
Boulder,3,197,150,148
Boulder,3,198,149,148
Boulder,3,199,146,155
Boulder,3,200,150,155
Boulder,3,201,150,155
Boulder,3,202,150,155
Boulder,3,203,4,155
Boulder,3,204,8,155
Boulder,3,205,150,155
Boulder,3,206,150,155
Boulder,3,207,93,155
Boulder,3,208,105,155
Boulder,3,209,125,155
Boulder,3,210,161,155
Boulder,3,211,139,155
Boulder,3,212,97,155
Boulder,3,213,4,171
Boulder,3,214,3,171
Boulder,3,215,3,171
Boulder,3,216,12,171
Boulder,3,217,65,171
Boulder,4,1,149,4
Boulder,4,2,148,4
Boulder,4,3,149,4
Boulder,4,4,147,4
Boulder,4,6,150,4
Boulder,4,7,150,4
Boulder,4,8,148,4
Boulder,4,9,149,4
Boulder,5,1,150,5
Boulder,5,2,150,5
Boulder,5,3,150,5
Boulder,5,4,149,5
Boulder,5,5,150,5
Boulder,5,6,150,5
Boulder,5,7,148,5
Boulder,5,8,146,5
Boulder,5,9,149,5
Boulder,5,10,148,23
Boulder,5,11,148,23
Boulder,5,12,150,23
Boulder,5,13,150,23
Boulder,5,14,149,23
Boulder,5,15,150,23
Boulder,5,16,148,23
Boulder,5,17,148,23
Boulder,5,18,148,23
Boulder,5,19,150,14
Boulder,5,20,149,14
Boulder,5,21,150,14
Boulder,5,22,150,14
Boulder,5,23,150,14
Boulder,5,24,148,14
Boulder,5,25,150,14
Boulder,5,26,148,14
Boulder,5,27,149,32
Boulder,5,28,150,32
Boulder,5,29,150,32
Boulder,5,30,149,32
Boulder,5,31,149,32
Boulder,5,32,149,32
Boulder,5,33,150,32
Boulder,5,34,149,32
Boulder,5,35,150,32
Boulder,5,36,150,55
Boulder,5,37,150,55
Boulder,5,38,148,55
Boulder,5,39,150,55
Boulder,5,40,148,55
Boulder,5,41,148,55
Boulder,5,42,150,55
Boulder,5,43,150,55
Boulder,5,44,149,55
Boulder,5,45,150,56
Boulder,5,46,149,56
Boulder,5,47,150,56
Boulder,5,48,148,56
Boulder,5,49,150,56
Boulder,5,50,147,56
Boulder,5,51,150,56
Boulder,5,52,149,56
Boulder,5,53,150,56
Boulder,5,54,147,13
Boulder,5,55,150,13
Boulder,5,56,150,13
Boulder,5,57,149,13
Boulder,5,58,146,13
Boulder,5,59,150,13
Boulder,5,60,150,13
Boulder,5,61,150,13
Boulder,5,62,148,13
Boulder,5,63,150,22
Boulder,5,64,150,22
Boulder,5,65,150,22
Boulder,5,66,149,22
Boulder,5,67,146,22
Boulder,5,68,149,22
Boulder,5,69,148,22
Boulder,5,70,150,22
Boulder,5,71,149,22
Boulder,5,72,150,83
Boulder,5,73,150,83
Boulder,5,74,150,83
Boulder,5,75,148,83
Boulder,5,76,149,83
Boulder,5,77,148,83
Boulder,5,78,150,83
Boulder,5,79,150,83
