County,Tabulator,Batch,# of Ballots,Location
Kiowa,1,1,25,Box 1
Kiowa,1,2,25,Box 1
Kiowa,1,3,25,Box 1
Kiowa,1,4,25,Box 1
Kiowa,1,5,25,Box 1
Kiowa,1,6,25,Box 1
Kiowa,1,7,25,Box 1
Kiowa,1,8,25,Box 1
Kiowa,1,9,25,Box 1
Kiowa,1,10,25,Box 1
Kiowa,1,11,25,Box 1
Kiowa,1,12,25,Box 1
Kiowa,1,13,25,Box 1
Kiowa,1,14,25,Box 1
Kiowa,1,15,25,Box 1
Kiowa,1,16,25,Box 1
Kiowa,1,17,25,Box 1
Kiowa,1,18,25,Box 1
Kiowa,1,19,25,Box 1
Kiowa,1,20,25,Box 1
Kiowa,1,21,25,Box 1
Kiowa,1,22,25,Box 1
Kiowa,1,23,25,Box 1
Kiowa,1,24,25,Box 1
Kiowa,1,25,25,Box 1
Kiowa,1,26,25,Box 1
Kiowa,1,27,25,Box 1
Kiowa,1,28,25,Box 1
Kiowa,1,29,25,Box 1
Kiowa,1,30,25,Box 1
Kiowa,1,31,25,Box 1
Kiowa,1,32,25,Box 1
Kiowa,1,33,25,Box 1
Kiowa,1,34,25,Box 1
Kiowa,1,35,25,Box 1
Kiowa,1,36,25,Box 1
Kiowa,1,37,8,Box 1
Kiowa,1,38,1,Box 1
