County,Tabulator,Batch,# of Ballot Cards,Location
Archuleta,2,1,25,1
Archuleta,2,2,25,1
Archuleta,2,3,25,1
Archuleta,2,4,25,1
Archuleta,2,5,28,1
Archuleta,2,6,10,1
Archuleta,2,7,22,1
Archuleta,2,8,17,1
Archuleta,2,9,24,1
Archuleta,2,10,25,1
Archuleta,2,11,7,1
Archuleta,2,12,15,1
Archuleta,2,13,25,1
Archuleta,2,14,15,1
Archuleta,2,15,15,1
Archuleta,2,16,28,1
Archuleta,2,17,25,1
Archuleta,2,18,24,1
Archuleta,2,19,25,1
Archuleta,2,20,25,1
Archuleta,2,21,25,1
Archuleta,2,22,23,1
Archuleta,2,23,25,1
Archuleta,2,24,25,1
Archuleta,2,25,24,1
Archuleta,2,26,25,1
Archuleta,2,27,25,1
Archuleta,2,28,12,1
Archuleta,2,29,23,1
Archuleta,2,30,13,1
Archuleta,2,31,24,1
Archuleta,2,32,25,1
Archuleta,2,33,24,1
Archuleta,2,34,25,1
Archuleta,2,35,25,1
Archuleta,2,36,25,1
Archuleta,2,37,27,1
Archuleta,2,38,25,1
Archuleta,2,39,18,1
Archuleta,2,40,25,1
Archuleta,2,41,23,1
Archuleta,2,42,26,1
Archuleta,2,43,24,1
Archuleta,2,44,24,1
Archuleta,2,45,24,1
Archuleta,2,46,25,1
Archuleta,2,47,25,1
Archuleta,2,48,25,1
Archuleta,2,49,26,1
Archuleta,2,50,25,1
Archuleta,2,51,15,1
Archuleta,2,52,14,1
Archuleta,2,53,25,1
Archuleta,2,54,24,1
Archuleta,2,55,25,1
Archuleta,2,56,25,1
Archuleta,2,57,24,1
Archuleta,2,58,26,1
Archuleta,2,59,20,2
Archuleta,2,60,16,2
Archuleta,2,61,29,2
Archuleta,2,62,27,2
Archuleta,2,63,10,2
Archuleta,2,64,27,2
Archuleta,2,65,25,2
Archuleta,2,66,27,2
Archuleta,2,67,26,2
Archuleta,2,68,23,2
Archuleta,2,69,25,2
Archuleta,2,70,24,2
Archuleta,2,71,27,2
Archuleta,2,72,17,2
Archuleta,2,73,25,2
Archuleta,2,74,25,2
Archuleta,2,75,17,2
Archuleta,2,76,29,2
Archuleta,2,77,25,2
Archuleta,2,78,25,2
Archuleta,2,79,24,2
Archuleta,2,80,24,2
Archuleta,2,81,25,2
Archuleta,2,82,25,2
Archuleta,2,83,25,2
Archuleta,2,84,31,2
Archuleta,2,85,24,2
Archuleta,2,86,17,2
Archuleta,2,87,24,2
Archuleta,2,88,28,2
Archuleta,2,89,25,2
Archuleta,2,90,12,2
Archuleta,2,91,28,2
Archuleta,2,92,25,2
Archuleta,2,93,25,2
Archuleta,2,94,25,2
Archuleta,2,95,25,2
Archuleta,2,96,25,2
Archuleta,2,97,13,2
