County,Tabulator,Batch,# of Ballots,Location
Adams,101,1,98,Blue-1
Adams,101,2,99,Blue-1
Adams,101,3,98,Blue-1
Adams,101,4,100,Blue-1
Adams,101,5,100,Blue-1
Adams,101,6,100,Blue-1
Adams,101,7,100,Blue-1
Adams,101,8,100,Blue-1
Adams,101,9,99,Blue-1
Adams,101,10,99,Blue-1
Adams,101,11,100,Blue-2
Adams,101,12,100,Blue-2
Adams,101,13,100,Blue-2
Adams,101,14,100,Blue-2
Adams,101,15,100,Blue-2
Adams,101,16,100,Blue-2
Adams,101,17,100,Blue-2
Adams,101,18,100,Blue-2
Adams,101,19,100,Blue-2
Adams,101,20,100,Blue-2
Adams,101,21,23,Blue-2
Adams,101,22,23,Blue-2
Adams,101,23,100,Blue-3
Adams,101,24,100,Blue-3
Adams,101,25,100,Blue-3
Adams,101,26,100,Blue-3
Adams,101,27,96,Blue-3
Adams,101,28,96,Blue-3
Adams,101,29,100,Blue-3
Adams,101,30,100,Blue-3
Adams,101,31,100,Blue-3
Adams,101,32,100,Blue-3
Adams,101,33,100,Blue-4
Adams,101,34,100,Blue-4
Adams,101,35,100,Blue-4
Adams,101,36,100,Blue-4
Adams,101,37,99,Blue-4
Adams,101,38,100,Blue-4
Adams,101,39,100,Blue-4
Adams,101,40,100,Blue-4
Adams,101,41,28,Blue-4
Adams,101,42,99,Blue-4
Adams,101,43,100,Blue-4
Adams,101,44,99,Blue-5
Adams,101,45,100,Blue-5
Adams,101,46,100,Blue-5
Adams,101,47,100,Blue-5
Adams,101,48,100,Blue-5
Adams,101,49,100,Blue-5
Adams,101,50,13,Blue-5
Adams,101,51,13,Blue-5
Adams,101,52,99,Blue-5
Adams,101,53,100,Blue-5
Adams,101,54,100,Blue-5
Adams,101,55,100,Blue-5
Adams,101,56,100,Blue-6
Adams,101,57,100,Blue-6
Adams,101,58,98,Blue-6
Adams,101,59,99,Blue-6
Adams,101,60,100,Blue-6
Adams,101,61,100,Blue-6
Adams,101,62,100,Blue-6
Adams,101,63,100,Blue-6
Adams,101,64,100,Blue-6
Adams,101,65,100,Blue-6
Adams,101,66,99,Blue-7
Adams,101,67,99,Blue-7
