county_name,contest_name,choice,votes
Adams,City of Arvada Mayor,Lauren Simpson,433
Adams,City of Arvada Mayor,John Marriott,260
Adams,City of Arvada Council Member At-Large,Sharon H. Davis,368
Adams,City of Arvada Council Member At-Large,Bob Loveridge,146
Adams,City of Arvada Council Member At-Large,Kathleen Kennedy,141
Adams,City of Arvada Council Member District 2,Shawna Ambrose,373
Adams,City of Arvada Council Member District 2,Michael P. Griffith,272
Adams,City of Aurora Mayor,Juan Marcano,2700
Adams,City of Aurora Mayor,Mike Coffman,2426
Adams,City of Aurora Mayor,Jeff Sanford,448
Adams,City of Aurora Council Member At-Large,Alison Coombs,2964
Adams,City of Aurora Council Member At-Large,Thomas Mayes,2331
Adams,City of Aurora Council Member At-Large,Curtis Gardner,2001
Adams,City of Aurora Council Member At-Large,Jono Scott,1392
Adams,City of Brighton Councilmember Ward 1,Tom Green,1441
Adams,City of Brighton Councilmember Ward 1,Jessie Williams,741
Adams,City of Brighton Councilmember Ward 2,Jim Snyder,1090
Adams,City of Brighton Councilmember Ward 3,Chris Fiedler,1224
Adams,City of Brighton Councilmember Ward 4,Kathryn Le Donne,718
Adams,City of Brighton Councilmember Ward 4,Lloyd Worth,605
Adams,City of Brighton Councilmember Ward 4,Donald D.R. Dill,468
Adams,City of Brighton Councilmember Ward 4,Dan Sherman,226
Adams,City of Commerce City Mayor,Steve Douglas,5001
Adams,City of Commerce City Mayor,Rene Bullock,3864
Adams,City of Commerce City Mayor,Joseph Dreiling,1155
Adams,City of Commerce City Councilmember - Ward 2,Rocky Teter,719
Adams,City of Commerce City Councilmember - Ward 2,Jennifer Allen-Thomas,683
Adams,City of Commerce City Councilmember - Ward 3,Renee M. Chacon,1647
Adams,City of Commerce City Councilmember - Ward 3,Rich Trujillo,444
Adams,City of Commerce City Councilmember - Ward 4,Susan Noble,2111
Adams,City of Commerce City Councilmember - Ward 4,David Diop,1926
Adams,City of Commerce City Councilmember - At Large,"Yong Gen ""Craig"" Kim",4459
Adams,City of Commerce City Councilmember - At Large,Charles Dukes,3638
Adams,City of Commerce City Councilmember - At Large,Craig Hurst,2782
Adams,City of Commerce City Councilmember - At Large,Ryan Keefer,2558
